Benchmark: bp4-qd (Strike-Slip Fault in a 3D Wholespace)
3.385914724310E+01 2.96583e-08 -1.724465308103E-013 -9.03272 -13.1762 -3.222053864146E+001 -2.315721320111E-003 7.602060039513E+000
3.394458044089E+01 2.97379e-08 -1.785184125644E-013 -9.02941 -13.12 -3.222300962230E+001 -2.615512402364E-003 7.602060039577E+000
3.404232481774E+01 2.98296e-08 -1.865603653153E-013 -9.02516 -13.0508 -3.222619710054E+001 -3.037622492452E-003 7.602060039642E+000
3.413040750488E+01 2.99132e-08 -1.950204729026E-013 -9.02087 -12.9826 -3.222940132154E+001 -3.519465529251E-003 7.602060039691E+000
3.423256087652E+01 3.00111e-08 -2.066942522759E-013 -9.01538 -12.9053 -3.223351192331E+001 -4.152947758983E-003 7.602060039737E+000
3.432335024256E+01 3.00993e-08 -2.189533625847E-013 -9.01004 -12.8332 -3.223750677028E+001 -4.843694701581E-003 7.602060039765E+000
3.441970581039E+01 3.01941e-08 -2.342792656429E-013 -9.00395 -12.7679 -3.224206829542E+001 -5.551725209176E-003 7.602060039782E+000
3.451017379633E+01 3.02844e-08 -2.508521149771E-013 -8.99786 -12.7066 -3.224662147079E+001 -6.306023379559E-003 7.602060039784E+000
3.460796331650E+01 3.03834e-08 -2.710524124296E-013 -8.99095 -12.6764 -3.225179252222E+001 -6.655028598795E-003 7.602060039771E+000
3.470816153103E+01 3.04866e-08 -2.914948104057E-013 -8.98369 -12.7032 -3.225722560199E+001 -6.153813136909E-003 7.602060039738E+000
3.481291092943E+01 3.05963e-08 -3.122090588410E-013 -8.976 -12.7078 -3.226297826451E+001 -5.983221550441E-003 7.602060039684E+000
3.490933369178E+01 3.06991e-08 -3.308020523176E-013 -8.96883 -12.708 -3.226834937230E+001 -5.883205081263E-003 7.602060039616E+000
3.502345132923E+01 3.08229e-08 -3.566120148820E-013 -8.96017 -12.5758 -3.227482632820E+001 -7.819920369383E-003 7.602060039510E+000
3.514062519384E+01 3.09527e-08 -3.925575164641E-013 -8.95087 -12.4646 -3.228178417259E+001 -9.889739438392E-003 7.602060039373E+000
3.526063446020E+01 3.10886e-08 -4.353264763753E-013 -8.94124 -12.4466 -3.228898948131E+001 -1.008650415618E-002 7.602060039201E+000
3.538033105497E+01 3.12271e-08 -4.774561897957E-013 -8.93181 -12.456 -3.229605130703E+001 -9.658612129435E-003 7.602060038996E+000
3.553163596824E+01 3.14066e-08 -5.341990256206E-013 -8.91987 -12.3827 -3.230498606779E+001 -1.112903563295E-002 7.602060038690E+000
3.566847707448E+01 3.15733e-08 -5.948454539940E-013 -8.90892 -12.3311 -3.231318108305E+001 -1.222354105779E-002 7.602060038367E+000
3.580877604784E+01 3.17486e-08 -6.628145003678E-013 -8.89761 -12.3058 -3.232164538921E+001 -1.262708115942E-002 7.602060037986E+000
3.593270917836E+01 3.19073e-08 -7.252445115222E-013 -8.88766 -12.2835 -3.232908586177E+001 -1.299581847054E-002 7.602060037609E+000
3.609100901566E+01 3.21153e-08 -8.143977501751E-013 -8.8749 -12.2079 -3.233863352315E+001 -1.502217306205E-002 7.602060037069E+000
3.623463127743E+01 3.23096e-08 -9.136896286760E-013 -8.86289 -12.117 -3.234762219409E+001 -1.801786940810E-002 7.602060036519E+000
3.638707708159E+01 3.25218e-08 -1.039119965469E-012 -8.84964 -12.0651 -3.235753723032E+001 -1.970162863710E-002 7.602060035870E+000
3.654131797652E+01 3.27433e-08 -1.170701464071E-012 -8.8362 -12.0786 -3.236759839322E+001 -1.852115109750E-002 7.602060035140E+000
3.670347316577E+01 3.29836e-08 -1.304221617636E-012 -8.82221 -12.0776 -3.237806738184E+001 -1.798262002265E-002 7.602060034292E+000
3.685866888402E+01 3.3221e-08 -1.444840441675E-012 -8.80848 -12.0023 -3.238833910705E+001 -2.072757056729E-002 7.602060033399E+000
3.702339547005E+01 3.34815e-08 -1.625413952130E-012 -8.79326 -11.9293 -3.239972744824E+001 -2.368885456750E-002 7.602060032359E+000
3.719360957399E+01 3.37606e-08 -1.829239211814E-012 -8.77734 -11.9208 -3.241164256657E+001 -2.329259346719E-002 7.602060031177E+000
3.735559545270E+01 3.40359e-08 -2.025453951862E-012 -8.76213 -11.9016 -3.242302266286E+001 -2.351459472588E-002 7.602060029947E+000
3.752696519587E+01 3.4338e-08 -2.261485483326E-012 -8.74535 -11.8173 -3.243557288980E+001 -2.748650463870E-002 7.602060028528E+000
3.768192994979E+01 3.46217e-08 -2.517913376703E-012 -8.72929 -11.7547 -3.244758728385E+001 -3.060684612292E-002 7.602060027130E+000
3.783575699985E+01 3.4914e-08 -2.794761471351E-012 -8.71301 -11.7395 -3.245977086381E+001 -3.054115206090E-002 7.602060025626E+000
3.801141082735E+01 3.52616e-08 -3.120220291914E-012 -8.69426 -11.7153 -3.247380137562E+001 -3.093804808577E-002 7.602060023759E+000
3.818522646049E+01 3.56209e-08 -3.485985745502E-012 -8.6748 -11.635 -3.248836394804E+001 -3.560516064310E-002 7.602060021745E+000
3.835013183559E+01 3.59776e-08 -3.902567523818E-012 -8.65503 -11.5692 -3.250315062109E+001 -3.960744392461E-002 7.602060019663E+000
3.849486538084E+01 3.63045e-08 -4.303756686758E-012 -8.63717 -11.549 -3.251651815834E+001 -3.983779039077E-002 7.602060017685E+000
3.864443022164E+01 3.66569e-08 -4.733610390202E-012 -8.6185 -11.5296 -3.253048914085E+001 -3.992306415003E-002 7.602060015483E+000
3.879418239488E+01 3.70254e-08 -5.203879981684E-012 -8.59908 -11.4719 -3.254501602710E+001 -4.361424794315E-002 7.602060013107E+000
3.895975799500E+01 3.74534e-08 -5.815307392244E-012 -8.57603 -11.3976 -3.256226104534E+001 -4.910423338192E-002 7.602060010259E+000
3.906720449474E+01 3.77437e-08 -6.261145775043E-012 -8.56038 -11.3695 -3.257396610644E+001 -5.055521824431E-002 7.602060008273E+000
3.920194483137E+01 3.81232e-08 -6.850865694000E-012 -8.54044 -11.3496 -3.258888768554E+001 -5.056708350264E-002 7.602060005616E+000
3.936255696944E+01 3.8599e-08 -7.595747425229E-012 -8.51615 -11.3108 -3.260706302113E+001 -5.231429498419E-002 7.602060002194E+000
3.954485272949E+01 3.91734e-08 -8.574848836496E-012 -8.48669 -11.2273 -3.262909907245E+001 -5.929791952883E-002 7.602059997937E+000
3.971880455340E+01 3.97608e-08 -9.696402908767E-012 -8.45621 -11.1616 -3.265189990908E+001 -6.433969506727E-002 7.602059993448E+000
3.991183679535E+01 4.04639e-08 -1.109491198664E-011 -8.42103 -11.1201 -3.267822354508E+001 -6.533427111686E-002 7.602059987909E+000
4.006791348036E+01 4.10763e-08 -1.234505383999E-011 -8.3915 -11.0672 -3.270031387355E+001 -6.900062522181E-002 7.602059982955E+000
4.023247839869E+01 4.17705e-08 -1.389168694426E-011 -8.35788 -10.9863 -3.272545683355E+001 -7.699351708978E-002 7.602059977204E+000
4.039217824289E+01 4.25e-08 -1.568199970508E-011 -8.32262 -10.9202 -3.275182829253E+001 -8.273466671992E-002 7.602059971018E+000
4.056417223730E+01 4.33565e-08 -1.787412377417E-011 -8.28301 -10.8711 -3.278146794892E+001 -8.462441680737E-002 7.602059963585E+000
4.073778890253E+01 4.43059e-08 -2.037883580586E-011 -8.24125 -10.8049 -3.281270202836E+001 -8.962633118869E-002 7.602059955163E+000
4.089163400950E+01 4.52301e-08 -2.303037471472E-011 -8.20104 -10.7217 -3.284276602407E+001 -9.904286931910E-002 7.602059946799E+000
4.106676967918E+01 4.63975e-08 -2.672497320286E-011 -8.15109 -10.6363 -3.288011958748E+001 -1.075751796793E-001 7.602059936025E+000
4.123393282016E+01 4.76486e-08 -3.088228950504E-011 -8.10083 -10.5743 -3.291772448885E+001 -1.106387633276E-001 7.602059924257E+000
4.139250958170E+01 4.89801e-08 -3.545520835716E-011 -8.05086 -10.5015 -3.295509276768E+001 -1.167600609876E-001 7.602059911521E+000
4.155476623099E+01 5.05185e-08 -4.119034408994E-011 -7.99497 -10.4011 -3.299687134786E+001 -1.295372828728E-001 7.602059896580E+000
4.173278812844E+01 5.24657e-08 -4.922781474877E-011 -7.92704 -10.2959 -3.304766250985E+001 -1.413497348448E-001 7.602059877371E+000
4.188972089843E+01 5.44642e-08 -5.793386774798E-011 -7.86335 -10.218 -3.309530212558E+001 -1.462650711838E-001 7.602059857377E+000
4.204674371141E+01 5.67881e-08 -6.844895798263E-011 -7.79621 -10.1271 -3.314551163004E+001 -1.547134434062E-001 7.602059833850E+000
4.220283143035E+01 5.95027e-08 -8.174951258368E-011 -7.72269 -10.0112 -3.320045186941E+001 -1.708414487834E-001 7.602059806071E+000
4.237708799751E+01 6.31721e-08 -1.016570480218E-010 -7.63053 -9.87902 -3.326932592456E+001 -1.877410252019E-001 7.602059768122E+000
4.254496267924E+01 6.75664e-08 -1.270892224084E-010 -7.53456 -9.76354 -3.334109340393E+001 -1.967909906016E-001 7.602059722234E+000
4.273918554358E+01 7.40828e-08 -1.669731941394E-010 -7.41453 -9.60828 -3.343081401195E+001 -2.139903910031E-001 7.602059653590E+000
4.290982465357E+01 8.16367e-08 -2.183122241627E-010 -7.29305 -9.43711 -3.352154885781E+001 -2.405790140197E-001 7.602059573426E+000
4.308307393953E+01 9.20271e-08 -2.965429086933E-010 -7.15229 -9.2608 -3.362672321727E+001 -2.619238991750E-001 7.602059462491E+000
4.323694337080E+01 1.04719e-07 -3.977873306843E-010 -7.01696 -9.10564 -3.372790079273E+001 -2.749868491987E-001 7.602059326359E+000
4.339518232871E+01 1.22896e-07 -5.520036655912E-010 -6.86383 -8.91662 -3.384229065959E+001 -2.996873129613E-001 7.602059130708E+000
4.356389709269E+01 1.51771e-07 -8.252315066392E-010 -6.67056 -8.67034 -3.398654609491E+001 -3.400392679532E-001 7.602058819026E+000
4.374225716098E+01 2.0238e-07 -1.359619892260E-009 -6.42933 -8.39001 -3.416672848586E+001 -3.740464251246E-001 7.602058271453E+000
4.390376752489E+01 2.82532e-07 -2.265435391967E-009 -6.18616 -8.12009 -3.434842152593E+001 -3.999221003186E-001 7.602057402910E+000
4.405478400918E+01 4.16584e-07 -3.909563800564E-009 -5.92191 -7.8119 -3.454563605349E+001 -4.450447396186E-001 7.602055948992E+000
4.421787907219E+01 7.17357e-07 -8.106545253310E-009 -5.55631 -7.38724 -3.481830641743E+001 -5.139004018709E-001 7.602052684838E+000
4.438382460325E+01 1.53008e-06 -2.085582628404E-008 -5.09241 -6.88179 -3.516461104583E+001 -5.711184267435E-001 7.602043861557E+000
4.455205984387E+01 4.21139e-06 -6.652135358635E-008 -4.53855 -6.28942 -3.557808746712E+001 -6.314026602385E-001 7.602014747170E+000
4.470008830896E+01 1.44948e-05 -2.684141457080E-007 -3.81139 -5.49085 -3.611980110747E+001 -7.555892943616E-001 7.601903076509E+000
4.486797603168E+01 0.000215408 -5.186988488871E-006 -2.31869 -3.90995 -3.722929639136E+001 -9.541705871728E-001 7.599721036206E+000
4.502704974179E+01 0.00606594 -1.706642434827E-004 -1.04414 -2.5764 -3.808382997433E+001 -1.118107300728E+000 7.536174303127E+000
4.519377023447E+01 0.0311757 -9.564501949994E-004 -0.688817 -2.17581 -3.793780909416E+001 -1.236161785478E+000 7.263415036005E+000
4.536570135617E+01 0.0756652 -2.443015830952E-003 -0.501347 -1.97351 -3.735366377882E+001 -1.259413930520E+000 6.780107035521E+000
4.550624310768E+01 0.12651 -4.145323496802E-003 -0.389972 -1.86888 -3.661136942174E+001 -1.215370468851E+000 6.227756060119E+000
4.567009513167E+01 0.201597 -6.608728897354E-003 -0.294391 -1.78436 -3.546366890852E+001 -1.147673488902E+000 5.412070715197E+000
4.582332696776E+01 0.286034 -9.264580191633E-003 -0.227102 -1.74583 -3.414413136321E+001 -1.034166151522E+000 4.494854542939E+000
4.598468691707E+01 0.388184 -1.217487409428E-002 -0.173171 -1.74764 -3.252797568284E+001 -8.665460589548E-001 3.385333557757E+000
4.615087669083E+01 0.505131 -1.502031168209E-002 -0.135731 -1.79784 -3.065954690392E+001 -6.675059684462E-001 2.115400626412E+000
4.630640022819E+01 0.621483 -1.719166761622E-002 -0.119727 -1.93296 -2.878885490945E+001 -4.425776691697E-001 8.549488514827E-001
4.645928602338E+01 0.737175 -1.859102067995E-002 -0.126606 -2.17361 -2.698314985332E+001 -2.421526379659E-001 -3.496150389645E-001
4.659735744331E+01 0.836582 -1.926632487284E-002 -0.166333 -2.4713 -2.590571913380E+001 -1.283583818736E-001 -1.050139061906E+000
4.674585615463E+01 0.931032 -1.964616797410E-002 -0.223235 -2.671 -2.567527239889E+001 -9.157018386545E-002 -1.175762026527E+000
4.689841602407E+01 1.01823 -1.997850727959E-002 -0.262359 -2.64086 -2.568221643057E+001 -1.074308416388E-001 -1.151520183557E+000
4.705311031056E+01 1.09911 -2.034117269368E-002 -0.299685 -2.62922 -2.570790856712E+001 -1.203740219906E-001 -1.115653064208E+000
4.721193293537E+01 1.17609 -2.069655811002E-002 -0.328683 -2.68038 -2.573327657466E+001 -1.144986150371E-001 -1.084222604498E+000
4.737368943938E+01 1.24966 -2.101886267553E-002 -0.355462 -2.70288 -2.575418793281E+001 -1.157260104156E-001 -1.056857923580E+000
4.750009080770E+01 1.30417 -2.127932452338E-002 -0.374949 -2.6697 -2.576904490015E+001 -1.307205233107E-001 -1.037140312390E+000
4.765983002966E+01 1.36976 -2.162168444991E-002 -0.397842 -2.68258 -2.578679991798E+001 -1.338630681764E-001 -1.013820738814E+000
4.780583507904E+01 1.42692 -2.190742234838E-002 -0.416627 -2.73224 -2.580184965457E+001 -1.247504729525E-001 -9.944028220754E-001
4.797130248567E+01 1.48886 -2.221047839363E-002 -0.436765 -2.73052 -2.581719358117E+001 -1.312675716489E-001 -9.740608902740E-001
4.812298974680E+01 1.54321 -2.250160445636E-002 -0.454636 -2.70578 -2.583040305455E+001 -1.448721974625E-001 -9.562513574008E-001
4.826179452405E+01 1.59107 -2.277644653924E-002 -0.470123 -2.70429 -2.584219422970E+001 -1.507162341383E-001 -9.406081313142E-001
4.840740201092E+01 1.63953 -2.306140053658E-002 -0.485479 -2.71136 -2.585398823213E+001 -1.536916386389E-001 -9.250383766418E-001
4.855476726200E+01 1.68688 -2.334933005548E-002 -0.500544 -2.70464 -2.586522696360E+001 -1.616675557972E-001 -9.099649881748E-001
4.870470493573E+01 1.73343 -2.364795642716E-002 -0.51545 -2.70026 -2.587628108964E+001 -1.690797163362E-001 -8.950951377831E-001
4.885380229437E+01 1.7782 -2.393992593784E-002 -0.529441 -2.71936 -2.588707301254E+001 -1.671704631314E-001 -8.808974602580E-001
4.902246023287E+01 1.82717 -2.425250850765E-002 -0.544594 -2.74103 -2.589861450443E+001 -1.647550879931E-001 -8.656198917612E-001
4.919658907910E+01 1.876 -2.456720385399E-002 -0.559863 -2.74492 -2.590993410696E+001 -1.692044267924E-001 -8.504031254708E-001
4.935018686675E+01 1.91769 -2.483855897199E-002 -0.572753 -2.76437 -2.591973807064E+001 -1.667314486374E-001 -8.374183829838E-001
4.951127457872E+01 1.96013 -2.510728555887E-002 -0.585743 -2.78789 -2.592962989085E+001 -1.627987644671E-001 -8.243308336420E-001
4.965200057955E+01 1.99619 -2.533550159097E-002 -0.596859 -2.79086 -2.593789452912E+001 -1.659343228877E-001 -8.132382107842E-001
4.980421964201E+01 2.03419 -2.557903927534E-002 -0.608581 -2.8053 -2.594666279639E+001 -1.649544783729E-001 -8.015229680475E-001
4.997441303636E+01 2.0755 -2.583612561243E-002 -0.621158 -2.83452 -2.595626590522E+001 -1.588113740177E-001 -7.888434462331E-001
5.013589634220E+01 2.11362 -2.606983464012E-002 -0.632767 -2.84247 -2.596497349624E+001 -1.602065499364E-001 -7.772155514660E-001
5.028387249153E+01 2.14767 -2.627958567528E-002 -0.643224 -2.85788 -2.597274137247E+001 -1.584389196079E-001 -7.668042193697E-001
5.044071377308E+01 2.1829 -2.649034038157E-002 -0.653938 -2.88504 -2.598087853894E+001 -1.525975542375E-001 -7.560333885001E-001
5.059224097745E+01 2.21613 -2.668364639952E-002 -0.663963 -2.90232 -2.598849696373E+001 -1.501166922338E-001 -7.459403139906E-001
5.073211940894E+01 2.24614 -2.685548918298E-002 -0.673089 -2.92053 -2.599530474840E+001 -1.470448366104E-001 -7.368404617138E-001
5.088613788647E+01 2.27846 -2.703453711390E-002 -0.68292 -2.94948 -2.600269119983E+001 -1.407517649942E-001 -7.270128210956E-001
5.103494153480E+01 2.30902 -2.719689926373E-002 -0.692113 -2.97327 -2.600969199544E+001 -1.361365094200E-001 -7.177548132560E-001
5.118326111180E+01 2.33884 -2.735139290511E-002 -0.701158 -2.99172 -2.601643200223E+001 -1.332564861624E-001 -7.087389702242E-001
5.132409340960E+01 2.36659 -2.749119842147E-002 -0.709669 -3.0161 -2.602271326529E+001 -1.285068144617E-001 -7.003024677439E-001
5.149028254302E+01 2.39866 -2.764561139123E-002 -0.719431 -3.04684 -2.603006795862E+001 -1.224789840624E-001 -6.905267537829E-001
5.164114800181E+01 2.42716 -2.777763274640E-002 -0.72816 -3.06868 -2.603655184646E+001 -1.188678421893E-001 -6.818412914646E-001
5.177827582265E+01 2.45257 -2.789210672022E-002 -0.736075 -3.08865 -2.604232208085E+001 -1.156378089723E-001 -6.740379245477E-001
5.190940214773E+01 2.47644 -2.799634289440E-002 -0.743488 -3.11122 -2.604783740382E+001 -1.116967329913E-001 -6.666577435935E-001
5.205861444135E+01 2.50312 -2.810846329882E-002 -0.751752 -3.13642 -2.605402335581E+001 -1.074496691593E-001 -6.584045871622E-001
5.220287407702E+01 2.52843 -2.821124699441E-002 -0.759738 -3.1589 -2.605984259657E+001 -1.039462241299E-001 -6.505329396246E-001
5.234695638299E+01 2.55326 -2.830768056275E-002 -0.767667 -3.19202 -2.606561153657E+001 -9.811107563666E-002 -6.427288085978E-001
5.251392278715E+01 2.58147 -2.840986021769E-002 -0.77669 -3.23301 -2.607226370971E+001 -9.117064846370E-002 -6.337892048860E-001
5.268475935191E+01 2.60974 -2.850635261968E-002 -0.78593 -3.26275 -2.607890895135E+001 -8.699018185858E-002 -6.247386460427E-001
5.282559551627E+01 2.6326 -2.858068934387E-002 -0.793515 -3.29433 -2.608436669586E+001 -8.233226405689E-002 -6.173096577180E-001
5.294293688843E+01 2.65134 -2.863822830901E-002 -0.799751 -3.32445 -2.608891473866E+001 -7.793986314295E-002 -6.111616615040E-001
5.308482702167E+01 2.67365 -2.870314352405E-002 -0.807303 -3.35362 -2.609432867222E+001 -7.417015719524E-002 -6.037759750758E-001
5.324447310665E+01 2.69828 -2.877130688800E-002 -0.815853 -3.38799 -2.610035824518E+001 -6.990560386314E-002 -5.954798533004E-001
5.341712999052E+01 2.72439 -2.883818527807E-002 -0.825018 -3.43637 -2.610691167179E+001 -6.388527333047E-002 -5.865289642750E-001
5.358777929779E+01 2.74966 -2.889793404252E-002 -0.834098 -3.47356 -2.611331428193E+001 -5.989588563585E-002 -5.777175370979E-001
5.374337426865E+01 2.77224 -2.894807185747E-002 -0.842421 -3.51356 -2.611913286274E+001 -5.569500281379E-002 -5.696743420243E-001
5.390836603459E+01 2.79572 -2.899568985024E-002 -0.851162 -3.56512 -2.612534615374E+001 -5.047828936047E-002 -5.611597396842E-001
5.404360284271E+01 2.81461 -2.903104555929E-002 -0.858349 -3.60032 -2.613038950371E+001 -4.733386302944E-002 -5.542002464556E-001
5.416550216176E+01 2.83138 -2.906035735816E-002 -0.864857 -3.64035 -2.613492127648E+001 -4.382590223255E-002 -5.479226552885E-001
5.431879732315E+01 2.85211 -2.909299096014E-002 -0.872967 -3.70526 -2.614066339960E+001 -3.846148266922E-002 -5.400363510137E-001
5.447583936635E+01 2.87295 -2.912177795988E-002 -0.881254 -3.76822 -2.614651201242E+001 -3.391899089949E-002 -5.319894397949E-001
5.462706797654E+01 2.89264 -2.914568264916E-002 -0.889261 -3.83991 -2.615210813270E+001 -2.929926812246E-002 -5.242503794719E-001
5.477268410886E+01 2.91127 -2.916462683330E-002 -0.89689 -3.93643 -2.615752871116E+001 -2.388144114967E-002 -5.168180888803E-001
5.490992149726E+01 2.92853 -2.917891019145E-002 -0.904044 -4.02998 -2.616260712318E+001 -1.957715906268E-002 -5.098502221078E-001
5.503841354710E+01 2.94443 -2.918965329868E-002 -0.910761 -4.13486 -2.616731824986E+001 -1.561937418324E-002 -5.033459164395E-001
5.518882717564E+01 2.96274 -2.919861268627E-002 -0.918554 -4.34083 -2.617284857624E+001 -9.898694758088E-003 -4.957560752679E-001
5.535550688822E+01 2.98265 -2.920394162781E-002 -0.927115 -4.7095 -2.617894641547E+001 -4.320819366829E-003 -4.874024202400E-001
5.551349691655E+01 3.00116 -2.920519178504E-002 -0.935249 -5.34622 -2.618465470740E+001 1.016436334866E-003 -4.795217288988E-001
5.567099209733E+01 3.01927 -2.920238636988E-002 -0.943274 -4.51251 -2.619035399170E+001 7.061701100529E-003 -4.717006136719E-001
5.583245969033E+01 3.0375 -2.919558663769E-002 -0.951476 -4.27677 -2.619613980249E+001 1.238643736639E-002 -4.637325140234E-001
5.597583035677E+01 3.0534 -2.918660541354E-002 -0.958782 -4.13741 -2.620122685391E+001 1.736563600122E-002 -4.566787036272E-001
5.613013763242E+01 3.07021 -2.917362643191E-002 -0.966583 -4.02297 -2.620671087029E+001 2.301590284437E-002 -4.491110237805E-001
5.628613046631E+01 3.08691 -2.915737831363E-002 -0.974488 -3.94684 -2.621219751379E+001 2.793508379901E-002 -4.414893905119E-001
5.644553646552E+01 3.10366 -2.913787514873E-002 -0.982613 -3.87918 -2.621776417023E+001 3.326825503932E-002 -4.337037407119E-001
5.660871403635E+01 3.12048 -2.911474172253E-002 -0.990906 -3.82188 -2.622347217999E+001 3.870053101874E-002 -4.257386639884E-001
5.675330370131E+01 3.13512 -2.909197276833E-002 -0.998329 -3.78484 -2.622847914949E+001 4.288040171118E-002 -4.186774095739E-001
5.688739690985E+01 3.14847 -2.906908312046E-002 -1.00527 -3.75087 -2.623311453145E+001 4.712500466163E-002 -4.121061694708E-001
5.701203018130E+01 3.1607 -2.904621051560E-002 -1.01172 -3.72318 -2.623744237859E+001 5.098813135456E-002 -4.059810580251E-001
5.714463152453E+01 3.1735 -2.902045559498E-002 -1.01867 -3.701 -2.624202190756E+001 5.453500748218E-002 -3.994415830410E-001
5.730171191108E+01 3.1884 -2.898825168220E-002 -1.02703 -3.67525 -2.624743722181E+001 5.900208013756E-002 -3.916399917681E-001
5.745650822266E+01 3.20281 -2.895465246398E-002 -1.03532 -3.65297 -2.625281898147E+001 6.331728222072E-002 -3.838915212334E-001
5.761343405545E+01 3.21714 -2.891906038368E-002 -1.04388 -3.636 -2.625826156940E+001 6.716640887966E-002 -3.759675265523E-001
5.774840153819E+01 3.22923 -2.888730883215E-002 -1.05136 -3.62098 -2.626296529346E+001 7.075039115458E-002 -3.690785441659E-001
5.789685730337E+01 3.2423 -2.885117284516E-002 -1.05967 -3.60717 -2.626819319399E+001 7.446093177581E-002 -3.614249359357E-001
5.803925531674E+01 3.25459 -2.881555986044E-002 -1.0678 -3.59672 -2.627321135220E+001 7.772998295282E-002 -3.540020527250E-001
5.817918692564E+01 3.26645 -2.877970829516E-002 -1.07591 -3.58615 -2.627818358076E+001 8.116371241821E-002 -3.466161841145E-001
5.833714647334E+01 3.27958 -2.873825010998E-002 -1.08518 -3.57636 -2.628386858640E+001 8.482324811264E-002 -3.381756897876E-001
5.846614593307E+01 3.29009 -2.870378126891E-002 -1.0929 -3.57002 -2.628852486075E+001 8.762882862264E-002 -3.311974146928E-001
5.859777441489E+01 3.30062 -2.866808058814E-002 -1.1009 -3.56334 -2.629331821632E+001 9.065774507409E-002 -3.239888056502E-001
5.875155763183E+01 3.31267 -2.862571837865E-002 -1.11037 -3.55698 -2.629898620736E+001 9.404302055719E-002 -3.154588842626E-001
5.889818078089E+01 3.32393 -2.858484381260E-002 -1.11962 -3.55257 -2.630440283347E+001 9.706727062754E-002 -3.072100947753E-001
5.904743841679E+01 3.33513 -2.854280002833E-002 -1.12923 -3.54797 -2.630996435200E+001 1.003185771129E-001 -2.986807577270E-001
5.919278519030E+01 3.34581 -2.850148618556E-002 -1.13879 -3.54503 -2.631542497944E+001 1.032689694930E-001 -2.902426756845E-001
5.935676626326E+01 3.35757 -2.845462844560E-002 -1.14994 -3.54294 -2.632158760309E+001 1.064903012377E-001 -2.805417207731E-001
5.951089202600E+01 3.36835 -2.841037686961E-002 -1.16074 -3.54116 -2.632743904123E+001 1.096462557449E-001 -2.712243528501E-001
5.966870718273E+01 3.37911 -2.836500071870E-002 -1.1722 -3.54218 -2.633346029479E+001 1.123383167500E-001 -2.614662582479E-001
5.985593435981E+01 3.3915 -2.831148201331E-002 -1.18644 -3.54486 -2.634062248368E+001 1.153980287535E-001 -2.495517011863E-001
6.004646789972E+01 3.40369 -2.825706910152E-002 -1.2016 -3.54378 -2.634802900012E+001 1.198308917314E-001 -2.370069977811E-001
6.023998275486E+01 3.41563 -2.820195578692E-002 -1.21785 -3.54806 -2.635562789577E+001 1.232158419653E-001 -2.237953407508E-001
6.044048206604E+01 3.42753 -2.814552864627E-002 -1.23567 -3.5532 -2.636360271127E+001 1.269033856304E-001 -2.095463965297E-001
6.061828418586E+01 3.43767 -2.809622575432E-002 -1.25239 -3.56206 -2.637076243728E+001 1.292559050826E-001 -1.963954336586E-001
6.081871312486E+01 3.44863 -2.804215671399E-002 -1.27241 -3.57577 -2.637891103232E+001 1.311875726327E-001 -1.809360301598E-001
6.106392868925E+01 3.46134 -2.797807157254E-002 -1.29858 -3.58986 -2.638906600520E+001 1.349407116198E-001 -1.610499206478E-001
6.134220372395E+01 3.47484 -2.790805347908E-002 -1.33067 -3.60934 -2.640080945530E+001 1.389790796223E-001 -1.371452755929E-001
