t;slip_2;slip_3;slip_rate_2;slip_rate_3;shear_stress_2;shear_stress_3;state
0.00000000000000E+00;0.0000000E+00;0.0000000E+00;-0.9000000E+01;-0.2000000E+02;0.2620073E+02;0.0000000E+00;0.7602060E+01
0.10000000000000E+01;0.1000154E-08;0.0000000E+00;-0.8999933E+01;-0.2000000E+02;0.2620092E+02;0.0000000E+00;0.7602060E+01
0.25000000000000E+01;0.2500741E-08;0.0000000E+00;-0.8999830E+01;-0.2000000E+02;0.2620120E+02;0.0000000E+00;0.7602060E+01
0.47500000000000E+01;0.4752461E-08;0.0000000E+00;-0.8999668E+01;-0.2000000E+02;0.2620165E+02;0.0000000E+00;0.7602060E+01
0.81250000000000E+01;0.8132085E-08;0.0000000E+00;-0.8999405E+01;-0.2000000E+02;0.2620238E+02;0.0000000E+00;0.7602060E+01
0.13187500000000E+02;0.1320688E-07;0.0000000E+00;-0.8998946E+01;-0.2000000E+02;0.2620365E+02;0.0000000E+00;0.7602060E+01
0.20781250000000E+02;0.2083608E-07;0.0000000E+00;-0.8997977E+01;-0.2000000E+02;0.2620632E+02;0.0000000E+00;0.7602060E+01
0.23525674286573E+02;0.2359672E-07;0.0000000E+00;-0.8997443E+01;-0.2000000E+02;0.2620780E+02;0.0000000E+00;0.7602060E+01
0.24884164308427E+02;0.2496432E-07;0.0000000E+00;-0.8997096E+01;-0.2000000E+02;0.2620876E+02;0.0000000E+00;0.7602060E+01
0.26921899341207E+02;0.2701919E-07;0.0000000E+00;-0.8996364E+01;-0.2000000E+02;0.2621078E+02;0.0000000E+00;0.7602060E+01
0.27677416114828E+02;0.2778176E-07;0.0000000E+00;-0.8995964E+01;-0.2000000E+02;0.2621189E+02;0.0000000E+00;0.7602060E+01
0.28810691275259E+02;0.2892804E-07;0.0000000E+00;-0.8995046E+01;-0.2000000E+02;0.2621442E+02;0.0000000E+00;0.7602060E+01
0.29157898906924E+02;0.2927958E-07;0.0000000E+00;-0.8994609E+01;-0.2000000E+02;0.2621563E+02;0.0000000E+00;0.7602060E+01
0.29678710354421E+02;0.2980806E-07;0.0000000E+00;-0.8993653E+01;-0.2000000E+02;0.2621827E+02;0.0000000E+00;0.7602060E+01
0.29887834724184E+02;0.3002054E-07;0.0000000E+00;-0.8993096E+01;-0.2000000E+02;0.2621981E+02;0.0000000E+00;0.7602060E+01
0.30201521278830E+02;0.3034011E-07;0.0000000E+00;-0.8991926E+01;-0.2000000E+02;0.2622305E+02;0.0000000E+00;0.7602060E+01
0.30349090124605E+02;0.3049071E-07;0.0000000E+00;-0.8991164E+01;-0.2000000E+02;0.2622515E+02;0.0000000E+00;0.7602060E+01
0.30570443393268E+02;0.3071742E-07;0.0000000E+00;-0.8989619E+01;-0.2000000E+02;0.2622942E+02;0.0000000E+00;0.7602060E+01
0.30678176452555E+02;0.3082801E-07;0.0000000E+00;-0.8988622E+01;-0.2000000E+02;0.2623217E+02;0.0000000E+00;0.7602060E+01
0.30731504316902E+02;0.3088283E-07;0.0000000E+00;-0.8988050E+01;-0.2000000E+02;0.2623375E+02;0.0000000E+00;0.7602060E+01
0.30811496113422E+02;0.3096524E-07;0.0000000E+00;-0.8987075E+01;-0.2000000E+02;0.2623645E+02;0.0000000E+00;0.7602060E+01
0.30851092052699E+02;0.3100608E-07;0.0000000E+00;-0.8986533E+01;-0.2000000E+02;0.2623795E+02;0.0000000E+00;0.7602060E+01
0.30910485961616E+02;0.3106747E-07;0.0000000E+00;-0.8985635E+01;-0.2000000E+02;0.2624043E+02;0.0000000E+00;0.7602060E+01
0.30994396172899E+02;0.3115450E-07;0.0000000E+00;-0.8984169E+01;-0.2000000E+02;0.2624448E+02;0.0000000E+00;0.7602060E+01
0.31019840965636E+02;0.3118092E-07;0.0000000E+00;-0.8983674E+01;-0.2000000E+02;0.2624584E+02;0.0000000E+00;0.7602060E+01
0.31058008154741E+02;0.3122062E-07;0.0000000E+00;-0.8982883E+01;-0.2000000E+02;0.2624803E+02;0.0000000E+00;0.7602060E+01
0.31096723952581E+02;0.3126097E-07;0.0000000E+00;-0.8982021E+01;-0.2000000E+02;0.2625041E+02;0.0000000E+00;0.7602060E+01
0.31133874949556E+02;0.3129977E-07;0.0000000E+00;-0.8981135E+01;-0.2000000E+02;0.2625286E+02;0.0000000E+00;0.7602060E+01
0.31170509273571E+02;0.3133811E-07;0.0000000E+00;-0.8980204E+01;-0.2000000E+02;0.2625543E+02;0.0000000E+00;0.7602060E+01
0.31206590444970E+02;0.3137596E-07;0.0000000E+00;-0.8979231E+01;-0.2000000E+02;0.2625812E+02;0.0000000E+00;0.7602060E+01
0.31242140677907E+02;0.3141334E-07;0.0000000E+00;-0.8978218E+01;-0.2000000E+02;0.2626092E+02;0.0000000E+00;0.7602060E+01
0.31277364729289E+02;0.3145047E-07;0.0000000E+00;-0.8977161E+01;-0.2000000E+02;0.2626384E+02;0.0000000E+00;0.7602060E+01
0.31311896695715E+02;0.3148695E-07;0.0000000E+00;-0.8976073E+01;-0.2000000E+02;0.2626685E+02;0.0000000E+00;0.7602060E+01
0.31346272189807E+02;0.3152337E-07;0.0000000E+00;-0.8974938E+01;-0.2000000E+02;0.2626998E+02;0.0000000E+00;0.7602060E+01
0.31380158176251E+02;0.3155937E-07;0.0000000E+00;-0.8973770E+01;-0.2000000E+02;0.2627321E+02;0.0000000E+00;0.7602060E+01
0.31413554980683E+02;0.3159494E-07;0.0000000E+00;-0.8972570E+01;-0.2000000E+02;0.2627653E+02;0.0000000E+00;0.7602060E+01
0.31446863832404E+02;0.3163052E-07;0.0000000E+00;-0.8971324E+01;-0.2000000E+02;0.2627997E+02;0.0000000E+00;0.7602060E+01
0.31479692284112E+02;0.3166570E-07;0.0000000E+00;-0.8970050E+01;-0.2000000E+02;0.2628349E+02;0.0000000E+00;0.7602060E+01
0.31512247398947E+02;0.3170068E-07;0.0000000E+00;-0.8968740E+01;-0.2000000E+02;0.2628711E+02;0.0000000E+00;0.7602060E+01
0.31544911765640E+02;0.3173589E-07;0.0000000E+00;-0.8967380E+01;-0.2000000E+02;0.2629087E+02;0.0000000E+00;0.7602060E+01
0.31577201168988E+02;0.3177081E-07;0.0000000E+00;-0.8965991E+01;-0.2000000E+02;0.2629470E+02;0.0000000E+00;0.7602060E+01
0.31608773684580E+02;0.3180507E-07;0.0000000E+00;-0.8964592E+01;-0.2000000E+02;0.2629857E+02;0.0000000E+00;0.7602060E+01
0.31640170675599E+02;0.3183924E-07;0.0000000E+00;-0.8963161E+01;-0.2000000E+02;0.2630253E+02;0.0000000E+00;0.7602060E+01
0.31671629219409E+02;0.3187360E-07;0.0000000E+00;-0.8961687E+01;-0.2000000E+02;0.2630660E+02;0.0000000E+00;0.7602060E+01
0.31702735103789E+02;0.3190770E-07;0.0000000E+00;-0.8960194E+01;-0.2000000E+02;0.2631072E+02;0.0000000E+00;0.7602060E+01
0.31733384965384E+02;0.3194140E-07;0.0000000E+00;-0.8958688E+01;-0.2000000E+02;0.2631488E+02;0.0000000E+00;0.7602060E+01
0.31763964092306E+02;0.3197515E-07;0.0000000E+00;-0.8957152E+01;-0.2000000E+02;0.2631913E+02;0.0000000E+00;0.7602060E+01
0.31794504912438E+02;0.3200898E-07;0.0000000E+00;-0.8955586E+01;-0.2000000E+02;0.2632345E+02;0.0000000E+00;0.7602060E+01
0.31824731946221E+02;0.3204259E-07;0.0000000E+00;-0.8954005E+01;-0.2000000E+02;0.2632782E+02;0.0000000E+00;0.7602060E+01
0.31856117114743E+02;0.3207761E-07;0.0000000E+00;-0.8952330E+01;-0.2000000E+02;0.2633245E+02;0.0000000E+00;0.7602060E+01
0.31886160653016E+02;0.3211127E-07;0.0000000E+00;-0.8950698E+01;-0.2000000E+02;0.2633696E+02;0.0000000E+00;0.7602060E+01
0.31915981662807E+02;0.3214480E-07;0.0000000E+00;-0.8949051E+01;-0.2000000E+02;0.2634151E+02;0.0000000E+00;0.7602060E+01
0.31945778107574E+02;0.3217844E-07;0.0000000E+00;-0.8947379E+01;-0.2000000E+02;0.2634613E+02;0.0000000E+00;0.7602060E+01
