t;max_slip_rate;moment_rate
0.90036347312670E+09;-0.8999312E+01;0.2923900E+11
0.92512795933341E+09;-0.9000506E+01;0.2912364E+11
0.95256790831470E+09;-0.9000579E+01;0.2902028E+11
0.98104352768931E+09;-0.9000649E+01;0.2893742E+11
0.10099941708276E+10;-0.9000713E+01;0.2887628E+11
0.10377676721994E+10;-0.9000770E+01;0.2883827E+11
0.10635260999537E+10;-0.9000818E+01;0.2881999E+11
0.10889642071357E+10;-0.9000862E+01;0.2881594E+11
0.11165076715966E+10;-0.9000906E+01;0.2882429E+11
0.11460650004208E+10;-0.9000949E+01;0.2884523E+11
0.11754832833504E+10;-0.9000989E+01;0.2887605E+11
0.12020876479557E+10;-0.9001021E+01;0.2891078E+11
0.12266546615123E+10;-0.9001049E+01;0.2894776E+11
0.12525101191494E+10;-0.9001077E+01;0.2899120E+11
0.12818084742755E+10;-0.9001105E+01;0.2904644E+11
0.13105436265654E+10;-0.9001131E+01;0.2910859E+11
0.13392986410378E+10;-0.9001154E+01;0.2918025E+11
0.13662521230899E+10;-0.9001174E+01;0.2925778E+11
0.13917061811549E+10;-0.9001191E+01;0.2934155E+11
0.14178427171037E+10;-0.9001208E+01;0.2943829E+11
0.14463777464216E+10;-0.9001224E+01;0.2955504E+11
0.14743114359281E+10;-0.9001239E+01;0.2967891E+11
0.15013303472718E+10;-0.9001252E+01;0.2980644E+11
0.15285053910455E+10;-0.9001263E+01;0.2994086E+11
0.15558056718849E+10;-0.9001274E+01;0.3008093E+11
0.15829600999244E+10;-0.9001284E+01;0.3022426E+11
0.16097730913260E+10;-0.9001292E+01;0.3036899E+11
0.16363932299163E+10;-0.9001300E+01;0.3051629E+11
0.16631724074018E+10;-0.9001307E+01;0.3066901E+11
0.16902395443000E+10;-0.9001313E+01;0.3082746E+11
0.17172817707208E+10;-0.9001318E+01;0.3098868E+11
0.17434567947442E+10;-0.9001323E+01;0.3114765E+11
0.17696843961448E+10;-0.9001326E+01;0.3131106E+11
0.17964704791268E+10;-0.9001330E+01;0.3148242E+11
0.18235909458057E+10;-0.9001333E+01;0.3165985E+11
0.18497860563880E+10;-0.9001335E+01;0.3183544E+11
0.18756230322349E+10;-0.9001337E+01;0.3201399E+11
0.19016935852333E+10;-0.9001338E+01;0.3220089E+11
0.19283056451657E+10;-0.9001339E+01;0.3239863E+11
0.19543530173486E+10;-0.9001339E+01;0.3259698E+11
0.19795053434460E+10;-0.9001339E+01;0.3279168E+11
0.20057649511599E+10;-0.9001339E+01;0.3299869E+11
0.20330082966918E+10;-0.9001338E+01;0.3321783E+11
0.20589338829415E+10;-0.9001338E+01;0.3342799E+11
0.20838162631477E+10;-0.9001336E+01;0.3362901E+11
0.21087418563810E+10;-0.9001335E+01;0.3383076E+11
0.21347580791708E+10;-0.9001333E+01;0.3404365E+11
0.21609656263094E+10;-0.9001331E+01;0.3426087E+11
0.21857399154228E+10;-0.9001329E+01;0.3446803E+11
0.22099324873223E+10;-0.9001326E+01;0.3467197E+11
0.22361639956021E+10;-0.9001324E+01;0.3489686E+11
0.22617985465605E+10;-0.9001321E+01;0.3512256E+11
0.22865564518166E+10;-0.9001318E+01;0.3534556E+11
0.23100951257111E+10;-0.9001315E+01;0.3556036E+11
0.23350782027806E+10;-0.9001311E+01;0.3579126E+11
0.23604419029520E+10;-0.9001308E+01;0.3603037E+11
0.23854572481017E+10;-0.9001304E+01;0.3627022E+11
0.24087740633038E+10;-0.9001300E+01;0.3649500E+11
0.24325761929500E+10;-0.9001296E+01;0.3672476E+11
0.24566900306591E+10;-0.9001292E+01;0.3695867E+11
0.24812513724323E+10;-0.9001288E+01;0.3719915E+11
0.25046306354035E+10;-0.9001284E+01;0.3743003E+11
0.25271835846184E+10;-0.9001280E+01;0.3765404E+11
0.25513453287188E+10;-0.9001276E+01;0.3789601E+11
0.25754086271787E+10;-0.9001271E+01;0.3814062E+11
0.25992867836727E+10;-0.9001266E+01;0.3838716E+11
0.26213666955790E+10;-0.9001262E+01;0.3861767E+11
0.26450275895353E+10;-0.9001257E+01;0.3886715E+11
0.26683941798851E+10;-0.9001252E+01;0.3911693E+11
0.26919817553230E+10;-0.9001247E+01;0.3937330E+11
0.27140479137231E+10;-0.9001243E+01;0.3961664E+11
0.27361321859687E+10;-0.9001238E+01;0.3986303E+11
0.27588064780223E+10;-0.9001233E+01;0.4011852E+11
0.27812759178703E+10;-0.9001228E+01;0.4037315E+11
0.28038282191959E+10;-0.9001223E+01;0.4062854E+11
0.28250019686955E+10;-0.9001218E+01;0.4086807E+11
0.28480436265322E+10;-0.9001212E+01;0.4112948E+11
0.28700822052786E+10;-0.9001207E+01;0.4138149E+11
0.28922755509098E+10;-0.9001202E+01;0.4163833E+11
0.29131585701491E+10;-0.9001197E+01;0.4188391E+11
0.29350103286377E+10;-0.9001191E+01;0.4214592E+11
0.29574508500857E+10;-0.9001186E+01;0.4241944E+11
0.29791503941355E+10;-0.9001180E+01;0.4268625E+11
0.29999051027413E+10;-0.9001175E+01;0.4294266E+11
0.30207967254209E+10;-0.9001170E+01;0.4320253E+11
0.30434716972522E+10;-0.9001164E+01;0.4348839E+11
0.30645717397223E+10;-0.9001158E+01;0.4375817E+11
0.30851895050522E+10;-0.9001153E+01;0.4402357E+11
0.31054263695866E+10;-0.9001148E+01;0.4428530E+11
0.31268905732983E+10;-0.9001142E+01;0.4456504E+11
0.31482304942916E+10;-0.9001136E+01;0.4484451E+11
0.31684687261906E+10;-0.9001131E+01;0.4510955E+11
0.31879229999987E+10;-0.9001125E+01;0.4536535E+11
0.32084446805128E+10;-0.9001120E+01;0.4563948E+11
0.32296679751248E+10;-0.9001114E+01;0.4593014E+11
0.32496549512694E+10;-0.9001108E+01;0.4620915E+11
0.32687609150019E+10;-0.9001103E+01;0.4647828E+11
0.32882264333846E+10;-0.9001097E+01;0.4675450E+11
0.33091673019163E+10;-0.9001091E+01;0.4705513E+11
0.33292828571622E+10;-0.9001085E+01;0.4734728E+11
0.33481180142773E+10;-0.9001080E+01;0.4762169E+11
0.33671793460338E+10;-0.9001074E+01;0.4789943E+11
0.33872682552536E+10;-0.9001068E+01;0.4819454E+11
0.34071502872589E+10;-0.9001062E+01;0.4848978E+11
0.34258807659549E+10;-0.9001056E+01;0.4876884E+11
0.34441707266365E+10;-0.9001051E+01;0.4904192E+11
0.34631296620326E+10;-0.9001045E+01;0.4932756E+11
0.34824842547733E+10;-0.9001039E+01;0.4962417E+11
0.35011041097003E+10;-0.9001033E+01;0.4991413E+11
0.35189210013542E+10;-0.9001028E+01;0.5019391E+11
0.35370560326448E+10;-0.9001022E+01;0.5048066E+11
0.35560705034849E+10;-0.9001016E+01;0.5078558E+11
0.35745979552716E+10;-0.9001010E+01;0.5108770E+11
0.35919524907537E+10;-0.9001004E+01;0.5137264E+11
0.36097549016042E+10;-0.9000999E+01;0.5166451E+11
0.36281855578117E+10;-0.9000993E+01;0.5196690E+11
0.36463291202896E+10;-0.9000987E+01;0.5226558E+11
0.36635628017928E+10;-0.9000981E+01;0.5255071E+11
0.36811453747676E+10;-0.9000975E+01;0.5284480E+11
0.36985756601281E+10;-0.9000969E+01;0.5314061E+11
0.37164384697313E+10;-0.9000963E+01;0.5344885E+11
0.37335374690440E+10;-0.9000957E+01;0.5374860E+11
0.37503160181040E+10;-0.9000952E+01;0.5404577E+11
0.37671213254543E+10;-0.9000946E+01;0.5434666E+11
0.37848087495010E+10;-0.9000940E+01;0.5466919E+11
0.38016634908305E+10;-0.9000934E+01;0.5498316E+11
0.38178023726820E+10;-0.9000928E+01;0.5528894E+11
0.38342351605126E+10;-0.9000922E+01;0.5560327E+11
0.38513182303107E+10;-0.9000916E+01;0.5593147E+11
0.38677797743953E+10;-0.9000910E+01;0.5624913E+11
0.38835765828259E+10;-0.9000905E+01;0.5655741E+11
0.38998185771351E+10;-0.9000899E+01;0.5688092E+11
0.39160501508215E+10;-0.9000893E+01;0.5721188E+11
0.39323487827489E+10;-0.9000887E+01;0.5755093E+11
0.39477851396046E+10;-0.9000881E+01;0.5787720E+11
0.39636529254400E+10;-0.9000875E+01;0.5821817E+11
0.39791887069370E+10;-0.9000869E+01;0.5855934E+11
0.39947970118423E+10;-0.9000863E+01;0.5890967E+11
0.40098539387882E+10;-0.9000857E+01;0.5925312E+11
0.40248383799261E+10;-0.9000851E+01;0.5959888E+11
0.40398337013183E+10;-0.9000845E+01;0.5994869E+11
0.40551278078011E+10;-0.9000839E+01;0.6030869E+11
0.40698052747417E+10;-0.9000833E+01;0.6065573E+11
0.40841955457670E+10;-0.9000027E+01;0.6099798E+11
0.40988765364835E+10;-0.8999487E+01;0.6135058E+11
0.41133708167026E+10;-0.8995182E+01;0.6170227E+11
0.41276152334026E+10;-0.8989016E+01;0.6205113E+11
0.41413192806045E+10;-0.8985090E+01;0.6238916E+11
0.41555611283489E+10;-0.8983635E+01;0.6274266E+11
0.41696898050937E+10;-0.8980042E+01;0.6309599E+11
0.41835528181767E+10;-0.8976457E+01;0.6344325E+11
0.41968919579453E+10;-0.8971995E+01;0.6377473E+11
0.42107827472353E+10;-0.8971315E+01;0.6411650E+11
0.42241682805636E+10;-0.8969384E+01;0.6444462E+11
0.42376991405217E+10;-0.8964536E+01;0.6477420E+11
0.42508302540199E+10;-0.8962293E+01;0.6508828E+11
0.42640891689573E+10;-0.8958836E+01;0.6539762E+11
0.42770883828467E+10;-0.8954226E+01;0.6569444E+11
0.42903057897801E+10;-0.8952394E+01;0.6599339E+11
0.43033579996972E+10;-0.8950983E+01;0.6628800E+11
0.43163602213743E+10;-0.8945413E+01;0.6657816E+11
0.43290410119865E+10;-0.8943200E+01;0.6685413E+11
0.43417443938847E+10;-0.8941495E+01;0.6712337E+11
0.43545594055675E+10;-0.8939137E+01;0.6739052E+11
0.43672434073569E+10;-0.8938272E+01;0.6765137E+11
0.43798052497221E+10;-0.8934966E+01;0.6790410E+11
0.43922672432637E+10;-0.8934638E+01;0.6814823E+11
0.44045582862955E+10;-0.8934087E+01;0.6838220E+11
0.44171396311448E+10;-0.8931573E+01;0.6861604E+11
0.44295873350904E+10;-0.8931205E+01;0.6884543E+11
0.44417430577306E+10;-0.8929800E+01;0.6907096E+11
0.44540391931029E+10;-0.8929349E+01;0.6930269E+11
0.44660898843585E+10;-0.8925347E+01;0.6953463E+11
0.44784970116501E+10;-0.8923497E+01;0.6977935E+11
0.44906499128590E+10;-0.8919388E+01;0.7002671E+11
0.45027774597532E+10;-0.8915689E+01;0.7028508E+11
0.45146836520775E+10;-0.8911957E+01;0.7055385E+11
0.45264133083919E+10;-0.8905619E+01;0.7083457E+11
0.45382534734153E+10;-0.8902400E+01;0.7113460E+11
0.45502621015418E+10;-0.8894866E+01;0.7146104E+11
0.45619618608858E+10;-0.8889144E+01;0.7180855E+11
0.45733103999024E+10;-0.8882231E+01;0.7217992E+11
0.45844833299860E+10;-0.8873318E+01;0.7258396E+11
0.45956101683404E+10;-0.8867323E+01;0.7302938E+11
0.46067166732862E+10;-0.8855515E+01;0.7352333E+11
0.46174693230424E+10;-0.8847342E+01;0.7405823E+11
0.46279847087158E+10;-0.8835663E+01;0.7464450E+11
0.46382634726370E+10;-0.8823072E+01;0.7528565E+11
0.46483473006110E+10;-0.8812084E+01;0.7598929E+11
0.46581809642371E+10;-0.8797508E+01;0.7676047E+11
0.46682203833353E+10;-0.8784824E+01;0.7765263E+11
0.46774288446101E+10;-0.8766876E+01;0.7858086E+11
0.46863993028690E+10;-0.8749915E+01;0.7960384E+11
0.46950700986889E+10;-0.8732973E+01;0.8072779E+11
0.47035237858850E+10;-0.8712331E+01;0.8198386E+11
0.47063434358749E+10;-0.8705834E+01;0.8244471E+11
0.47105729108598E+10;-0.8696471E+01;0.8318086E+11
0.47169171233370E+10;-0.8677128E+01;0.8439834E+11
0.47246279304156E+10;-0.8652633E+01;0.8609366E+11
0.47316320094610E+10;-0.8626915E+01;0.8788972E+11
0.47385551864828E+10;-0.8601574E+01;0.8998039E+11
0.47408733421272E+10;-0.8593566E+01;0.9076772E+11
0.47443505755939E+10;-0.8580937E+01;0.9204705E+11
0.47495664257939E+10;-0.8553069E+01;0.9422824E+11
0.47515398085784E+10;-0.8542177E+01;0.9515085E+11
0.47544998827552E+10;-0.8520662E+01;0.9665426E+11
0.47589399940203E+10;-0.8486507E+01;0.9923254E+11
0.47642522247256E+10;-0.8443987E+01;0.1029918E+12
0.47659742958416E+10;-0.8430035E+01;0.1044173E+12
0.47685574025157E+10;-0.8408788E+01;0.1067995E+12
0.47724320625269E+10;-0.8365216E+01;0.1110742E+12
0.47738579978038E+10;-0.8347352E+01;0.1129202E+12
0.47759969007191E+10;-0.8317763E+01;0.1160467E+12
0.47792052550921E+10;-0.8266914E+01;0.1217979E+12
0.47825596672066E+10;-0.8204551E+01;0.1298610E+12
0.47835874241393E+10;-0.8181320E+01;0.1329531E+12
0.47851290595383E+10;-0.8143344E+01;0.1383710E+12
0.47874415126368E+10;-0.8075571E+01;0.1490099E+12
0.47882286581443E+10;-0.8043624E+01;0.1536285E+12
0.47894093764055E+10;-0.7990362E+01;0.1619609E+12
0.47911804537974E+10;-0.7893068E+01;0.1793141E+12
0.47917831479555E+10;-0.7853284E+01;0.1873046E+12
0.47926871891928E+10;-0.7784841E+01;0.2025260E+12
0.47931346896052E+10;-0.7745893E+01;0.2120997E+12
0.47938059402239E+10;-0.7678862E+01;0.2302982E+12
0.47948128161519E+10;-0.7548670E+01;0.2727121E+12
0.47951474514027E+10;-0.7493099E+01;0.2941419E+12
0.47956494042790E+10;-0.7390702E+01;0.3398858E+12
0.47958978709527E+10;-0.7327586E+01;0.3726988E+12
0.47962705709634E+10;-0.7206861E+01;0.4465546E+12
0.47964550574686E+10;-0.7129070E+01;0.5031271E+12
0.47967317872265E+10;-0.6972343E+01;0.6436658E+12
0.47968687684566E+10;-0.6864184E+01;0.7665005E+12
0.47970742403019E+10;-0.6617519E+01;0.1154620E+13
0.47971529040271E+10;-0.6465685E+01;0.1498748E+13
0.47971918425711E+10;-0.6365069E+01;0.1788053E+13
0.47972502503871E+10;-0.6150989E+01;0.2625287E+13
0.47972777347952E+10;-0.5999407E+01;0.3476035E+13
0.47972913395773E+10;-0.5900520E+01;0.4192215E+13
0.47973117467503E+10;-0.5695632E+01;0.6250155E+13
0.47973213926856E+10;-0.5554292E+01;0.8309200E+13
0.47973251710775E+10;-0.5484563E+01;0.9589577E+13
0.47973308386653E+10;-0.5355225E+01;0.1257346E+14
0.47973332612140E+10;-0.5286564E+01;0.1455608E+14
0.47973368950371E+10;-0.5159523E+01;0.1917722E+14
0.47973385470736E+10;-0.5087613E+01;0.2247438E+14
0.47973410251284E+10;-0.4952708E+01;0.3041526E+14
0.47973420739689E+10;-0.4880758E+01;0.3582395E+14
0.47973436472297E+10;-0.4745365E+01;0.4895437E+14
0.47973442332483E+10;-0.4682108E+01;0.5672092E+14
0.47973451122763E+10;-0.4566448E+01;0.7443777E+14
0.47973454691927E+10;-0.4509149E+01;0.8523197E+14
0.47973460045672E+10;-0.4406269E+01;0.1088428E+15
0.47973462695775E+10;-0.4344711E+01;0.1260611E+15
0.47973466670931E+10;-0.4232077E+01;0.1650174E+15
0.47973468638633E+10;-0.4163279E+01;0.1945931E+15
0.47973471590186E+10;-0.4033903E+01;0.2653988E+15
0.47973473051205E+10;-0.3951982E+01;0.3230523E+15
0.47973475242733E+10;-0.3789372E+01;0.4767356E+15
0.47973475957700E+10;-0.3719991E+01;0.5631607E+15
0.47973476843987E+10;-0.3614401E+01;0.7246841E+15
0.47973477159344E+10;-0.3569749E+01;0.8063766E+15
0.47973477632380E+10;-0.3492549E+01;0.9693449E+15
0.47973478341935E+10;-0.3342494E+01;0.1384705E+16
0.47973478597374E+10;-0.3272921E+01;0.1634033E+16
0.47973478949494E+10;-0.3153813E+01;0.2167065E+16
0.47973479071424E+10;-0.3103874E+01;0.2440331E+16
0.47973479254320E+10;-0.3016161E+01;0.3004669E+16
0.47973479344853E+10;-0.2965339E+01;0.3389772E+16
0.47973479480653E+10;-0.2876194E+01;0.4188769E+16
0.47973479684352E+10;-0.2696574E+01;0.6422617E+16
0.47973479760399E+10;-0.2605951E+01;0.7978942E+16
0.47973479786138E+10;-0.2570831E+01;0.8683354E+16
0.47973479824747E+10;-0.2512466E+01;0.9995428E+16
0.47973479882660E+10;-0.2408551E+01;0.1286128E+17
0.47973479911327E+10;-0.2347381E+01;0.1493801E+17
0.47973479954328E+10;-0.2238454E+01;0.1955900E+17
0.47973479975613E+10;-0.2174431E+01;0.2296870E+17
0.47973480007541E+10;-0.2061088E+01;0.3069271E+17
0.47973480023345E+10;-0.1995204E+01;0.3647520E+17
0.47973480047052E+10;-0.1880935E+01;0.4968335E+17
0.47973480058787E+10;-0.1816584E+01;0.5955590E+17
0.47973480076389E+10;-0.1710427E+01;0.8166239E+17
0.47973480083120E+10;-0.1667442E+01;0.9357173E+17
0.47973480093218E+10;-0.1571801E+01;0.1166412E+18
0.47973480097285E+10;-0.1530127E+01;0.1281144E+18
0.47973480103385E+10;-0.1463909E+01;0.1481357E+18
0.47973480106405E+10;-0.1429897E+01;0.1594207E+18
0.47973480110934E+10;-0.1379100E+01;0.1781889E+18
0.47973480113177E+10;-0.1354239E+01;0.1883273E+18
0.47973480116540E+10;-0.1314251E+01;0.2046117E+18
0.47973480121584E+10;-0.1257174E+01;0.2314862E+18
0.47973480123326E+10;-0.1237038E+01;0.2414519E+18
0.47973480125938E+10;-0.1208042E+01;0.2570818E+18
0.47973480129856E+10;-0.1164814E+01;0.2821398E+18
0.47973480131238E+10;-0.1150711E+01;0.2914715E+18
0.47973480133312E+10;-0.1129241E+01;0.3059820E+18
0.47973480136422E+10;-0.1095893E+01;0.3289745E+18
0.47973480139994E+10;-0.1059567E+01;0.3573220E+18
0.47973480143272E+10;-0.1027609E+01;0.3852582E+18
0.47973480146276E+10;-0.9987419E+00;0.4125617E+18
0.47973480149117E+10;-0.9733997E+00;0.4400889E+18
0.47973480151855E+10;-0.9472556E+00;0.4686347E+18
0.47973480154454E+10;-0.9234200E+00;0.4979328E+18
0.47973480156926E+10;-0.9015542E+00;0.5279980E+18
0.47973480159296E+10;-0.8802161E+00;0.5591636E+18
0.47973480161575E+10;-0.8607652E+00;0.5915238E+18
0.47973480163792E+10;-0.8407035E+00;0.6251698E+18
0.47973480165924E+10;-0.8218440E+00;0.6593012E+18
0.47973480167958E+10;-0.8048304E+00;0.6934543E+18
0.47973480169940E+10;-0.7868628E+00;0.7285034E+18
0.47973480171855E+10;-0.7701980E+00;0.7647075E+18
0.47973480173715E+10;-0.7538398E+00;0.8025425E+18
0.47973480175519E+10;-0.7385322E+00;0.8417063E+18
0.47973480177275E+10;-0.7229894E+00;0.8816922E+18
0.47973480178974E+10;-0.7089586E+00;0.9219816E+18
0.47973480180647E+10;-0.6940294E+00;0.9631172E+18
0.47973480182250E+10;-0.6801038E+00;0.1003946E+19
0.47973480183827E+10;-0.6667347E+00;0.1045800E+19
0.47973480185369E+10;-0.6534620E+00;0.1088645E+19
0.47973480186866E+10;-0.6413861E+00;0.1132035E+19
0.47973480188340E+10;-0.6289871E+00;0.1176462E+19
0.47973480189798E+10;-0.6162603E+00;0.1222089E+19
0.47973480191221E+10;-0.6044912E+00;0.1268025E+19
0.47973480192606E+10;-0.5935394E+00;0.1313948E+19
0.47973480193963E+10;-0.5825366E+00;0.1360453E+19
0.47973480195308E+10;-0.5716314E+00;0.1408306E+19
0.47973480196637E+10;-0.5606446E+00;0.1457092E+19
0.47973480197913E+10;-0.5507113E+00;0.1504626E+19
0.47973480199179E+10;-0.5416819E+00;0.1552412E+19
0.47973480200441E+10;-0.5314486E+00;0.1601314E+19
0.47973480201661E+10;-0.5217910E+00;0.1649884E+19
0.47973480202879E+10;-0.5123423E+00;0.1699492E+19
0.47973480204068E+10;-0.5040306E+00;0.1748304E+19
0.47973480205233E+10;-0.4953496E+00;0.1796506E+19
0.47973480206392E+10;-0.4875842E+00;0.1846013E+19
0.47973480207525E+10;-0.4783432E+00;0.1896386E+19
0.47973480208655E+10;-0.4702462E+00;0.1948120E+19
0.47973480209784E+10;-0.4631019E+00;0.2000060E+19
0.47973480210874E+10;-0.4548765E+00;0.2050032E+19
0.47973480211972E+10;-0.4483521E+00;0.2100764E+19
0.47973480213051E+10;-0.4400899E+00;0.2151304E+19
0.47973480214109E+10;-0.4330963E+00;0.2201530E+19
0.47973480215167E+10;-0.4264714E+00;0.2252400E+19
0.47973480216204E+10;-0.4193816E+00;0.2302342E+19
0.47973480217239E+10;-0.4129693E+00;0.2351523E+19
0.47973480218256E+10;-0.4065628E+00;0.2399242E+19
0.47973480219260E+10;-0.4002423E+00;0.2446179E+19
0.47973480220259E+10;-0.3942544E+00;0.2493679E+19
0.47973480221270E+10;-0.3883922E+00;0.2543356E+19
0.47973480222245E+10;-0.3818117E+00;0.2592579E+19
0.47973480223215E+10;-0.3760864E+00;0.2641792E+19
0.47973480224167E+10;-0.3702084E+00;0.2689509E+19
0.47973480225117E+10;-0.3643093E+00;0.2736345E+19
0.47973480226080E+10;-0.3601230E+00;0.2782975E+19
0.47973480227012E+10;-0.3534921E+00;0.2827557E+19
0.47973480227945E+10;-0.3480794E+00;0.2872209E+19
0.47973480228875E+10;-0.3430665E+00;0.2917462E+19
0.47973480229779E+10;-0.3385775E+00;0.2962277E+19
0.47973480230681E+10;-0.3334234E+00;0.3006416E+19
0.47973480231577E+10;-0.3277940E+00;0.3048231E+19
0.47973480232473E+10;-0.3238670E+00;0.3087986E+19
0.47973480233375E+10;-0.3190814E+00;0.3126557E+19
0.47973480234278E+10;-0.3152218E+00;0.3164262E+19
0.47973480235135E+10;-0.3095562E+00;0.3199627E+19
0.47973480236020E+10;-0.3053011E+00;0.3236040E+19
0.47973480236872E+10;-0.3014500E+00;0.3271001E+19
0.47973480237720E+10;-0.2969191E+00;0.3305158E+19
0.47973480238571E+10;-0.2944639E+00;0.3337602E+19
0.47973480239429E+10;-0.2891230E+00;0.3368020E+19
0.47973480240268E+10;-0.2859265E+00;0.3396656E+19
0.47973480241089E+10;-0.2818584E+00;0.3424924E+19
0.47973480241915E+10;-0.2779376E+00;0.3453921E+19
0.47973480242711E+10;-0.2747348E+00;0.3481136E+19
0.47973480243508E+10;-0.2728379E+00;0.3506164E+19
0.47973480244310E+10;-0.2675405E+00;0.3529183E+19
0.47973480245118E+10;-0.2654769E+00;0.3551086E+19
0.47973480245889E+10;-0.2623548E+00;0.3571261E+19
0.47973480246700E+10;-0.2577542E+00;0.3591970E+19
0.47973480247467E+10;-0.2549174E+00;0.3611371E+19
0.47973480248227E+10;-0.2542267E+00;0.3629947E+19
0.47973480249015E+10;-0.2492189E+00;0.3647968E+19
0.47973480249788E+10;-0.2463441E+00;0.3664434E+19
0.47973480250562E+10;-0.2431876E+00;0.3680205E+19
0.47973480251293E+10;-0.2409474E+00;0.3695167E+19
0.47973480252068E+10;-0.2378280E+00;0.3711455E+19
0.47973480252797E+10;-0.2355361E+00;0.3727225E+19
0.47973480253545E+10;-0.2337221E+00;0.3743815E+19
0.47973480254301E+10;-0.2300060E+00;0.3760474E+19
0.47973480255023E+10;-0.2285145E+00;0.3775620E+19
0.47973480255763E+10;-0.2248238E+00;0.3790527E+19
0.47973480256466E+10;-0.2236176E+00;0.3804641E+19
0.47973480257236E+10;-0.2203500E+00;0.3820371E+19
0.47973480257935E+10;-0.2179676E+00;0.3835232E+19
0.47973480258694E+10;-0.2159928E+00;0.3852126E+19
0.47973480259406E+10;-0.2134420E+00;0.3867985E+19
0.47973480260099E+10;-0.2119179E+00;0.3882805E+19
0.47973480260349E+10;-0.2106425E+00;0.3887973E+19
0.47973480260725E+10;-0.2095851E+00;0.3895584E+19
0.47973480261288E+10;-0.2083355E+00;0.3906881E+19
0.47973480262016E+10;-0.2057713E+00;0.3921822E+19
0.47973480262702E+10;-0.2032169E+00;0.3936595E+19
0.47973480263413E+10;-0.2025604E+00;0.3952560E+19
0.47973480264101E+10;-0.1994661E+00;0.3968309E+19
0.47973480264764E+10;-0.1984744E+00;0.3983437E+19
0.47973480265455E+10;-0.1959872E+00;0.3998915E+19
0.47973480266138E+10;-0.1943456E+00;0.4013982E+19
0.47973480266822E+10;-0.1916512E+00;0.4029521E+19
0.47973480267479E+10;-0.1900353E+00;0.4044917E+19
0.47973480268157E+10;-0.1894272E+00;0.4061130E+19
0.47973480268858E+10;-0.1870151E+00;0.4078480E+19
0.47973480269501E+10;-0.1851799E+00;0.4095074E+19
0.47973480270182E+10;-0.1832789E+00;0.4112898E+19
0.47973480270855E+10;-0.1810888E+00;0.4130389E+19
0.47973480271518E+10;-0.1792323E+00;0.4147591E+19
0.47973480272153E+10;-0.1784491E+00;0.4164008E+19
0.47973480272806E+10;-0.1773128E+00;0.4181230E+19
0.47973480273492E+10;-0.1746829E+00;0.4200554E+19
0.47973480274119E+10;-0.1727302E+00;0.4219269E+19
0.47973480274788E+10;-0.1709282E+00;0.4239801E+19
0.47973480275448E+10;-0.1693610E+00;0.4259942E+19
0.47973480276092E+10;-0.1682790E+00;0.4279010E+19
0.47973480276712E+10;-0.1682645E+00;0.4296918E+19
0.47973480277345E+10;-0.1654583E+00;0.4315857E+19
0.47973480278007E+10;-0.1630683E+00;0.4337198E+19
0.47973480278621E+10;-0.1615647E+00;0.4358088E+19
0.47973480279281E+10;-0.1600851E+00;0.4381329E+19
0.47973480279922E+10;-0.1590529E+00;0.4403923E+19
0.47973480280549E+10;-0.1561496E+00;0.4425150E+19
0.47973480281159E+10;-0.1527162E+00;0.4445137E+19
0.47973480281780E+10;-0.1510030E+00;0.4466175E+19
0.47973480282415E+10;-0.1508940E+00;0.4489137E+19
0.47973480283016E+10;-0.1479191E+00;0.4511827E+19
0.47973480283655E+10;-0.1454693E+00;0.4536873E+19
0.47973480284298E+10;-0.1446609E+00;0.4562465E+19
0.47973480284908E+10;-0.1402513E+00;0.4585852E+19
0.47973480285507E+10;-0.1377864E+00;0.4607973E+19
0.47973480286110E+10;-0.1368841E+00;0.4630703E+19
0.47973480286718E+10;-0.1340929E+00;0.4654647E+19
0.47973480287309E+10;-0.1312790E+00;0.4678800E+19
0.47973480287926E+10;-0.1301330E+00;0.4705234E+19
0.47973480288540E+10;-0.1300343E+00;0.4732366E+19
0.47973480289137E+10;-0.1263932E+00;0.4758027E+19
0.47973480289729E+10;-0.1245618E+00;0.4782579E+19
0.47973480290307E+10;-0.1224783E+00;0.4806523E+19
0.47973480290890E+10;-0.1188060E+00;0.4831208E+19
0.47973480291474E+10;-0.1169619E+00;0.4856794E+19
0.47973480292062E+10;-0.1166902E+00;0.4883867E+19
0.47973480292650E+10;-0.1165663E+00;0.4912038E+19
0.47973480293234E+10;-0.1139089E+00;0.4940051E+19
0.47973480293826E+10;-0.1124436E+00;0.4967726E+19
0.47973480294387E+10;-0.1080351E+00;0.4993324E+19
0.47973480294948E+10;-0.1052525E+00;0.5018736E+19
0.47973480295514E+10;-0.1040848E+00;0.5045002E+19
0.47973480296083E+10;-0.1038912E+00;0.5072651E+19
0.47973480296656E+10;-0.1018521E+00;0.5102065E+19
0.47973480297228E+10;-0.1014362E+00;0.5132227E+19
0.47973480297798E+10;-0.9920071E-01;0.5161797E+19
0.47973480298371E+10;-0.9503694E-01;0.5190660E+19
0.47973480298913E+10;-0.9292480E-01;0.5217242E+19
0.47973480299457E+10;-0.9228354E-01;0.5244059E+19
0.47973480300002E+10;-0.9001024E-01;0.5271965E+19
0.47973480300549E+10;-0.8888451E-01;0.5301431E+19
0.47973480301097E+10;-0.8926516E-01;0.5332206E+19
0.47973480301649E+10;-0.8717914E-01;0.5363557E+19
0.47973480302205E+10;-0.8346657E-01;0.5394672E+19
