Time-Series File
Benchmark: bp4-qd (Strike-Slip Fault in a 3D Wholespace)
 
User: ozawa (dx=500m, L=120km, W=80km)
 
File: fltst_strk+000dp+000 (x2 = +0.00, x3 = +0.00 km)
            

 # This is the header:
 # problem=SEAS Benchmark BP4-QD
 # code=hbi
 # modeler=So Ozawa
 # date=2021/03/19
 # element_size=500m
 # Column #1 = Time (s)
 # Column #2 = Slip_2(m)
 # Column #3 = Slip_3(m)
 # Column #4 = Slip_rate_2(log10 m/s)
 # Column #5 = Slip_rate_3(log10 m/s)
 # Column #6 = Shear_stress_2 (MPa)
 # Column #7 = Shear_stress_3 (MPa)
 # Column #8 = State (log10 s)
 # The line below lists the names of the data fields
 t slip_2 slip_3 slip_rate_2 slip_rate_3 shear_stress_2 shear_stress_3 state
 # Here is the time-series data.
  0.00000000000000E+00  0.0000000E+00  0.0000000E+00 -0.9000000E+01 -0.2000000E+02  0.3224502E+02  0.0000000E+00  0.7602060E+01
  0.10000000000000E+01  0.1000153E-08  0.0000000E+00 -0.8999933E+01 -0.2000000E+02  0.3224507E+02  0.0000000E+00  0.7602060E+01
  0.25000000000000E+01  0.2500739E-08  0.0000000E+00 -0.8999830E+01 -0.2000000E+02  0.3224515E+02  0.0000000E+00  0.7602060E+01
  0.47500000000000E+01  0.4752459E-08  0.0000000E+00 -0.8999668E+01 -0.2000000E+02  0.3224527E+02  0.0000000E+00  0.7602060E+01
  0.81250000000000E+01  0.8132104E-08  0.0000000E+00 -0.8999403E+01 -0.2000000E+02  0.3224547E+02  0.0000000E+00  0.7602060E+01
  0.13187500000000E+02  0.1320703E-07  0.0000000E+00 -0.8998935E+01 -0.2000000E+02  0.3224582E+02  0.0000000E+00  0.7602060E+01
  0.20781250000000E+02  0.2083703E-07  0.0000000E+00 -0.8997932E+01 -0.2000000E+02  0.3224657E+02  0.0000000E+00  0.7602060E+01
  0.23525674286573E+02  0.2359813E-07  0.0000000E+00 -0.8997369E+01 -0.2000000E+02  0.3224699E+02  0.0000000E+00  0.7602060E+01
  0.24884164308427E+02  0.2496604E-07  0.0000000E+00 -0.8997001E+01 -0.2000000E+02  0.3224726E+02  0.0000000E+00  0.7602060E+01
  0.26921899341207E+02  0.2702160E-07  0.0000000E+00 -0.8996216E+01 -0.2000000E+02  0.3224785E+02  0.0000000E+00  0.7602060E+01
