Benchmark: bp4-qd (Strike-Slip Fault in a 3D Wholespace)
 
User: barbot.6 (Motorcycle, SBEM, dx=500m, W=120, L=120)
 
File: fltst_strk-165dp+000 (x2 = -16.5, x3 = +0.00 km)
            

# problem=Benchmark problem (BP4-QD)
# author=Sylvain Barbot
# date=Tue Mar 30 22:47:12 PDT 2021
# code=motorcycle-3d-ratestate
# code_version=beta
# element_size=500 m
# minimum_time_step=0.001
# maximum_time_step=12642527.3214
# num_time_steps=2932
# location=on fault, km depth
# Column #1 = Time (s)
# Column #2 = Slip_2 (m)
# Column #3 = Slip_3 (m)
# Column #4 = Slip_rate_2 (log10 m/s)
# Column #5 = Slip_rate_3 (log10 m/s)
# Column #6 = Shear_stress_2 (MPa)
# Column #7 = Shear_stress_3 (MPa)
# Column #8 = State (log10 s)
# The line below lists the names of the data fields
t slip_2 slip_3 slip_rate_2 slip_rate_3 shear_stress_2 shear_stress_3 state
# Here is the time-series data.
4.780583507904E+01 3.48349 3.057437313801E-002 -0.765241 -3.78751 -2.607551851713E+001 -2.477189332550E-002 -6.374365610960E-001
4.797130248567E+01 3.51179 3.054838269339E-002 -0.768625 -3.81439 -2.607803575399E+001 -2.347003314843E-002 -6.340634492070E-001
4.812298974680E+01 3.53754 3.052504472237E-002 -0.771683 -3.8098 -2.608034337416E+001 -2.388875772837E-002 -6.309922273079E-001
4.826179452405E+01 3.56095 3.050369998930E-002 -0.774411 -3.82175 -2.608245354005E+001 -2.338898283978E-002 -6.282185775517E-001
4.840740201092E+01 3.58535 3.048235105716E-002 -0.777221 -3.84254 -2.608463354973E+001 -2.244233438240E-002 -6.253576455589E-001
4.855476726200E+01 3.60988 3.046119146749E-002 -0.780006 -3.84147 -2.608680260744E+001 -2.264401827114E-002 -6.225157145764E-001
4.870470493573E+01 3.63468 3.043976829629E-002 -0.782829 -3.8544 -2.608895075370E+001 -2.212500139712E-002 -6.196695366148E-001
4.885380229437E+01 3.65919 3.041973615962E-002 -0.785672 -3.88826 -2.609103652259E+001 -2.060169900482E-002 -6.168549785123E-001
4.902246023287E+01 3.68671 3.039822690227E-002 -0.788828 -3.89432 -2.609342463655E+001 -2.046621461811E-002 -6.136816880279E-001
4.919658907910E+01 3.71493 3.037607626584E-002 -0.791976 -3.90516 -2.609587841708E+001 -2.010888866629E-002 -6.104683195602E-001
4.935018686675E+01 3.73964 3.035779979784E-002 -0.794839 -3.94265 -2.609794173808E+001 -1.856935268828E-002 -6.076592200373E-001
4.951127457872E+01 3.76539 3.033974701768E-002 -0.797944 -3.9546 -2.610008584850E+001 -1.819649677449E-002 -6.046742100757E-001
4.965200057955E+01 3.78773 3.032443586766E-002 -0.800783 -3.97896 -2.610195865035E+001 -1.731804146117E-002 -6.020038927123E-001
4.980421964201E+01 3.81172 3.030937340240E-002 -0.804048 -4.02838 -2.610400603888E+001 -1.557312466302E-002 -5.990039090652E-001
4.997441303636E+01 3.83832 3.029377127923E-002 -0.807931 -4.04292 -2.610639175615E+001 -1.519686905965E-002 -5.954688548940E-001
5.013589634220E+01 3.86334 3.027970520803E-002 -0.811904 -4.08664 -2.610874685726E+001 -1.386910156523E-002 -5.919092824554E-001
5.028387249153E+01 3.88606 3.026831701518E-002 -0.815882 -4.13566 -2.611099959563E+001 -1.250383519971E-002 -5.884154066810E-001
5.044071377308E+01 3.9099 3.025714245413E-002 -0.820426 -4.16034 -2.611356192164E+001 -1.193864056116E-002 -5.844313441487E-001
5.059224097745E+01 3.93269 3.024728854629E-002 -0.825191 -4.22225 -2.611620288122E+001 -1.046758938885E-002 -5.802851139014E-001
5.073211940894E+01 3.95349 3.023955793436E-002 -0.829958 -4.28926 -2.611880618524E+001 -9.070816450290E-003 -5.761624781892E-001
5.088613788647E+01 3.97613 3.023202436525E-002 -0.835573 -4.33052 -2.612191276253E+001 -8.357126071072E-003 -5.712792994792E-001
5.103494153480E+01 3.99772 3.022558057742E-002 -0.841404 -4.41055 -2.612513127000E+001 -7.045506104991E-003 -5.662136043152E-001
5.118326111180E+01 4.01894 3.022056777612E-002 -0.847643 -4.53095 -2.612856529820E+001 -5.417574324124E-003 -5.607999804656E-001
5.132409340960E+01 4.0388 3.021675510504E-002 -0.853912 -4.60201 -2.613207320336E+001 -4.667374815115E-003 -5.553216743304E-001
5.149028254302E+01 4.06185 3.021328145656E-002 -0.861789 -4.8088 -2.613648181343E+001 -2.952837138770E-003 -5.484376903800E-001
5.164114800181E+01 4.08241 3.021166368795E-002 -0.869396 -5.15103 -2.614075204074E+001 -1.366733707062E-003 -5.417811354878E-001
5.177827582265E+01 4.10078 3.021095027534E-002 -0.876629 -5.49208 -2.614488216329E+001 -6.337812152668E-004 -5.354054281928E-001
5.190940214773E+01 4.11806 3.021094914021E-002 -0.883849 -5.42292 -2.614901941550E+001 7.557570400990E-004 -5.290310020587E-001
5.205861444135E+01 4.13737 3.021212242835E-002 -0.892429 -4.95463 -2.615395018038E+001 2.266381764079E-003 -5.214466685713E-001
5.220287407702E+01 4.15567 3.021400314015E-002 -0.901023 -4.82375 -2.615896836808E+001 3.125277377756E-003 -5.137966337088E-001
5.234695638299E+01 4.17358 3.021658666798E-002 -0.909911 -4.6723 -2.616418421713E+001 4.521885878357E-003 -5.058676846314E-001
5.251392278715E+01 4.19388 3.022075304690E-002 -0.920593 -4.55336 -2.617046984167E+001 6.096006477368E-003 -4.963266316141E-001
5.268475935191E+01 4.21413 3.022587946814E-002 -0.931851 -4.49254 -2.617719231526E+001 7.198390402667E-003 -4.862058160027E-001
5.282559551627E+01 4.23042 3.023077596140E-002 -0.941412 -4.42451 -2.618289854484E+001 8.608394156223E-003 -4.776124631507E-001
5.294293688843E+01 4.24373 3.023543084917E-002 -0.949554 -4.38392 -2.618777271873E+001 9.632421606603E-003 -4.702844559692E-001
5.308482702167E+01 4.25948 3.024145626928E-002 -0.959562 -4.36061 -2.619382150004E+001 1.040271315712E-002 -4.612390447417E-001
5.324447310665E+01 4.27678 3.024876631819E-002 -0.971077 -4.31514 -2.620076778058E+001 1.186461519076E-002 -4.508396692909E-001
5.341712999052E+01 4.29496 3.025747946524E-002 -0.983803 -4.28639 -2.620846023736E+001 1.305725280972E-002 -4.393370500516E-001
5.358777929779E+01 4.31242 3.026647440399E-002 -0.996599 -4.2653 -2.621624044602E+001 1.412105548437E-002 -4.277401174095E-001
5.374337426865E+01 4.32789 3.027520883796E-002 -1.0085 -4.23973 -2.622343847891E+001 1.539779532107E-002 -4.169814722599E-001
5.390836603459E+01 4.34383 3.028480685923E-002 -1.02128 -4.23136 -2.623121413582E+001 1.617088667868E-002 -4.053955924537E-001
5.404360284271E+01 4.35656 3.029286295025E-002 -1.03189 -4.21761 -2.623766357829E+001 1.710794242029E-002 -3.957812547497E-001
5.416550216176E+01 4.36776 3.030034987653E-002 -1.04157 -4.20729 -2.624352057305E+001 1.791858913270E-002 -3.870259886731E-001
5.431879732315E+01 4.38149 3.030991135665E-002 -1.05384 -4.20344 -2.625097917692E+001 1.860150458719E-002 -3.759065025637E-001
5.447583936635E+01 4.39517 3.031981707303E-002 -1.06654 -4.19567 -2.625868359116E+001 1.950503423867E-002 -3.644077480742E-001
5.462706797654E+01 4.40796 3.032954151751E-002 -1.07891 -4.1895 -2.626614865291E+001 2.036146643124E-002 -3.532337091971E-001
5.477268410886E+01 4.41993 3.033894093490E-002 -1.09089 -4.19069 -2.627340973800E+001 2.087925203268E-002 -3.423938463929E-001
5.490992149726E+01 4.43092 3.034781881952E-002 -1.10228 -4.18665 -2.628027210440E+001 2.163970332445E-002 -3.321159230260E-001
5.503841354710E+01 4.44095 3.035620844026E-002 -1.11302 -4.18498 -2.628671929281E+001 2.227277642891E-002 -3.224378652001E-001
5.518882717564E+01 4.45238 3.036597919755E-002 -1.12563 -4.18943 -2.629432100428E+001 2.270194695874E-002 -3.110531243016E-001
5.535550688822E+01 4.46466 3.037677277817E-002 -1.13971 -4.18745 -2.630274899620E+001 2.356489711775E-002 -2.983784768214E-001
5.551349691655E+01 4.47594 3.038699607658E-002 -1.15314 -4.19222 -2.631076597033E+001 2.404677152021E-002 -2.863087161628E-001
5.567099209733E+01 4.48684 3.039705042683E-002 -1.16656 -4.19616 -2.631878524112E+001 2.458493896258E-002 -2.742386800833E-001
5.583245969033E+01 4.49767 3.040731662433E-002 -1.18042 -4.19852 -2.632698886351E+001 2.525222103769E-002 -2.618279001547E-001
5.597583035677E+01 4.507 3.041631593210E-002 -1.19274 -4.20599 -2.633429967091E+001 2.554283064317E-002 -2.507826063323E-001
5.613013763242E+01 4.51675 3.042586950583E-002 -1.20604 -4.20981 -2.634215869370E+001 2.611448166620E-002 -2.388800393603E-001
5.628613046631E+01 4.52631 3.043543375387E-002 -1.21955 -4.21624 -2.635008315964E+001 2.655171052461E-002 -2.268310855470E-001
5.644553646552E+01 4.53577 3.044502156785E-002 -1.23334 -4.22464 -2.635819920302E+001 2.689172381538E-002 -2.145120673727E-001
5.660871403635E+01 4.54515 3.045468711014E-002 -1.24752 -4.23051 -2.636646330670E+001 2.741984629989E-002 -2.019026237205E-001
5.675330370131E+01 4.55321 3.046311129751E-002 -1.26008 -4.23915 -2.637378117920E+001 2.767644310058E-002 -1.907309413662E-001
5.688739690985E+01 4.56048 3.047077442915E-002 -1.27172 -4.24638 -2.638056249613E+001 2.796589279448E-002 -1.803809485925E-001
5.701203018130E+01 4.56706 3.047779859896E-002 -1.28257 -4.25187 -2.638682447332E+001 2.832004031781E-002 -1.707711457804E-001
5.714463152453E+01 4.57389 3.048515637034E-002 -1.2941 -4.26018 -2.639348040405E+001 2.853769584494E-002 -1.605579406848E-001
5.730171191108E+01 4.58175 3.049368403457E-002 -1.30773 -4.26984 -2.640135158000E+001 2.880848320406E-002 -1.484846118412E-001
5.745650822266E+01 4.58925 3.050192778161E-002 -1.32119 -4.27783 -2.640904443248E+001 2.918188002690E-002 -1.366145009570E-001
5.761343405545E+01 4.59663 3.051010116656E-002 -1.33478 -4.28899 -2.641683545196E+001 2.935449676384E-002 -1.246127602425E-001
