time;interevent;moment;mag;Area;MeanSlip;MeanStress;hypo_x;hypo_y
1.2481326472830195e6;1.2481326472830195e6;5.381707235192635e10;1.120613378970571;1352.0;0.0012424426430120697;-2.4700550375601375e6;280.53333333333336;457.1333333333333
1.2514299456766983e6;3297.2983936788514;4.965160931378309e10;1.0972888863087995;1139.0;0.0013606379421217333;-2.8656487992174695e6;-1008.2608695652174;63.608695652173914
1.3262018371797448e6;74771.8915030465;3.964719020830714e10;1.0321416095636688;1090.0;0.0011353215680303343;-2.5703716985950894e6;-604.5;190.0
1.3327938935160714e6;6592.056336326525;1.3029711693788797e11;1.3766232041725814;2350.0;0.001730612817540508;-2.5261654797204034e6;937.5;-900.5
1.332872308043442e6;78.41452737059444;1.7502578598036507e10;0.7954013577299399;661.0;0.0008264822846359054;-2.0917780765275732e6;993.0;-908.0
1.404615068685605e6;71742.76064216299;3.535329207484178e11;1.665619907484519;4395.0;0.0025107527888439236;-2.7625658327773456e6;-156.5;640.2
1.4099696173853572e6;5354.548699752195;2.896345377354089e10;0.941233565637256;868.0;0.0010415103622819027;-2.592291862643828e6;-557.3076923076923;-239.0
1.4164413860536881e6;6471.768668330973;1.2582361482536963e11;1.3665081053387347;2177.0;0.0018040006966275177;-2.7276567031905176e6;644.85;1207.8
1.4199542235893533e6;3512.8375356651377;1.3570119425435374e12;2.055055779824219;14857.0;0.002850923201062028;-1.8769010511653738e6;637.5;1168.0
1.4199574040415224e6;3.1804521691519767;5.108433626254635e9;0.438858503317847;390.0;0.00040884257967688627;-1.7387700628395162e6;719.5;1089.0
1.4404116026988337e6;20454.198657311266;5.093911901119374e15;4.438034286398167;2.845929e6;0.05586764185569214;-2.012774200821814e6;-583.5454545454545;-218.36363636363637
1.4404275188008575e6;15.916102023795247;3.2469281297278625e11;1.6409817837923377;318869.0;3.17828872942195e-5;-29411.91044281178;-858.0;-903.0
1.4404280900784673e6;0.5712776097934693;3.112631254087258e11;1.6287517826071227;307147.0;3.163110531012061e-5;-30120.684710707577;-878.0;-894.0
1.440429748799095e6;1.6587206276599318;1.5471528100188218e12;2.093022140298816;549286.0;8.791594575248222e-5;-49018.05595903917;166.0;-1097.5
1.440430698093103e6;0.9492940080817789;6.341103415582217e12;2.501443224035009;774255.0;0.0002556311591740889;-123620.98619908936;-37.0;-1148.5
1.4404352845879982e6;4.5864948951639235;1.6988071858063766e11;1.4534293929002295;113904.0;4.6551972293216834e-5;-49424.24035028238;-271.0;-1174.0
1.4404426156265324e6;7.331038534175605;6.626781291430529e11;1.8475350916568516;400651.0;5.162610714209373e-5;-33762.01915098204;-676.0;-825.0
1.4404435442357303e6;0.9286091979593039;1.794179941676466e10;0.8025773314011578;8009.0;6.992310018304062e-5;-167570.00255321947;-652.0;-362.0
1.4404444508301923e6;0.9065944619942456;1.121166796436917e12;1.9997801517112563;572953.0;6.107791479155641e-5;-40015.69251813815;306.5;-1050.5
1.4404466394326505e6;2.1886024582199752;2.0207026245996246e10;0.8370016036999601;1080.0;0.0005839983525922897;-1.7049725079617016e6;255.0;566.0
1.4404472014701199e6;0.5620374693535268;2.4679820524722977e11;1.5615613314129828;116688.0;6.60159341127503e-5;-60682.32481718418;-368.0;-1229.0
1.4404540200458649e6;6.818575744982809;3.448862481842611e11;1.6584505852528342;253309.0;4.2496995744095537e-5;-34648.82802537314;238.66666666666666;365.0
1.4404592232611082e6;5.203215243294835;1.4020179016070742e12;2.0645023726246747;475039.0;9.212070752338477e-5;-43706.19906584131;175.5;382.5
1.4404624377780338e6;3.214516925625503;3.8507854305496264e9;0.3570328799950981;793.0;0.00015156855304408306;-452246.75071153865;193.0;415.0
1.4404659995133607e6;3.5617353268899024;5.521587821159573e11;1.7947093226900168;438343.0;3.931722704035368e-5;-28098.79692583944;340.5;323.0
1.4404699256992273e6;3.9261858665850013;3.480412985657116e11;1.6610871869127202;341528.0;3.1808078712273784e-5;-21853.76073843242;-662.0;-383.0
1.4404744016274007e6;4.475928173400462;2.6408918250145157e10;0.9145004081348075;2195.0;0.00037553382395365877;-579444.0665577371;285.0;462.5
1.4404841236137873e6;9.721986386692151;7.826875539877074e10;1.2290589519214568;5629.0;0.0004340004213685726;-534118.450056024;-441.0;403.0
1.4404868971494336e6;2.7735356462653726;1.3980850462043235e12;2.063689060374125;462561.0;9.434036437049235e-5;-39677.3858246706;-509.0;176.0
1.440494199145083e6;7.301995649468154;4.491183878275791e11;1.7349072242221304;32406.0;0.00043258193664236054;-333671.2585578573;827.3333333333334;-122.0
1.4404969076364115e6;2.7084913284052163;1.2330172127562425e11;1.36064609288749;67418.0;5.708555747188353e-5;-78819.73496447579;812.5;-249.0
1.4404981031186297e6;1.1954822181724012;3.21538466393968e11;1.6381552906842778;269266.0;3.7272145182753086e-5;-33647.68400913229;-597.0;367.0
1.440500377699546e6;2.274580916389823;1.4253794503968546e9;0.06928699554044826;381.0;0.00011677193842048421;-440530.6360159055;-445.0;339.0
1.4405132137587e6;12.83605915401131;1.776299606051834e11;1.4663441463224902;7041.0;0.0007874352405248257;-791040.6044795945;-688.0;179.0
1.440517142667777e6;3.9289090768434107;1.7856213734595278e12;2.1345262504595808;479160.0;0.00011631662473802664;-45490.43377437919;-604.5;187.0
1.4405206966500634e6;3.5539822864811867;8.052908564345215e11;1.9039685119885377;325785.0;7.715332649194573e-5;-47532.61520019312;-164.0;397.0
1.4405242392456932e6;3.5425956298131496;6.19499171455554e11;1.8280271532457502;19280.0;0.0010029208781088758;-629960.1422784164;72.0;519.0
1.440525659097387e6;1.419851693790406;1.4652579362056616e10;0.7439427215388091;3014.0;0.00015174130203950164;-359057.3557572557;-640.0;-362.0
1.4405261868143005e6;0.5277169134933501;1.3957037386998457e12;2.063195494568459;235783.0;0.00018476245516947052;-104111.6904498764;823.0;33.0
1.4405294835016925e6;3.296687392052263;1.108535812076779e11;1.3298331519230118;10304.0;0.00033579702935665625;-425306.9159458748;793.0;285.0
