time;interevent;moment;mag;Area;MeanSlip;MeanStress;hypo_x;hypo_y
8.605649313847126e7;3.0956318768888563e6;1.0473070606202983e11;1.3133826876151946;2116.0;0.0015448678669611519;-2.4236005418551615e6;0.0;-8.0
8.917200575758956e7;3.115512619118303e6;1.0582006304879778e11;1.3163786773024728;2114.0;0.0015624135795752265;-2.4457046928289286e6;-0.5;-11.0
9.226500950414307e7;3.0930037465535104e6;1.0474502841469643e11;1.3134222792732686;2116.0;0.0015450791339643628;-2.4230236701288465e6;0.0;-8.0
9.538002140190333e7;3.115011897760257e6;1.0587447289732347e11;1.3165275074546265;2114.0;0.0015632169308845147;-2.4475176118332283e6;0.0;-11.0
9.84739613338037e7;3.093939931900367e6;1.0488799182884018e11;1.313817180365535;2116.0;0.0015471879671133625;-2.426271948681632e6;-0.5;-8.0
1.0159027486269717e8;3.1163135288934708e6;1.0576117294289941e11;1.3162175058036805;2114.0;0.0015615440780978387;-2.445174658441952e6;0.0;-11.0
1.0468422185769683e8;3.093946994999662e6;1.0471570286985541e11;1.3133412080875406;2116.0;0.0015446465569904314;-2.422513870783141e6;0.0;-8.0
1.0779909106101242e8;3.114869203315586e6;1.0589315944550572e11;1.3165786041193535;2114.0;0.0015634928342982354;-2.448060653963415e6;-0.5;-11.0
1.1089383741935198e8;3.094746358339563e6;1.0464260928506776e11;1.3131390402251881;2116.0;0.0015435683638351924;-2.420853824637358e6;0.0;-8.0
1.1400869171622668e8;3.114854296874702e6;1.0599718075562009e11;1.3168628762233066;2114.0;0.0015650286896247718;-2.449519996006624e6;0.0;-11.0
1.1710333634693202e8;3.0946446307053417e6;1.0456715581267336e11;1.3129301970219285;2116.0;0.001542455360310861;-2.4190182454148396e6;0.0;-8.0
1.2021578964723895e8;3.112453300306931e6;1.0592148986066878e11;1.3166560538650884;2113.0;0.0015646512653962907;-2.449538415935566e6;-0.5;-11.0
1.2330896939412855e8;3.093179746889591e6;1.0467514041961293e11;1.3132290347740287;2116.0;0.001544048226010521;-2.4216263281722777e6;0.0;-8.0
1.2642286000550298e8;3.113890611374438e6;1.0590050601805971e11;1.316598690183876;2114.0;0.0015636013050776983;-2.44726928739907e6;0.0;-11.0
1.2951446802496134e8;3.0916080194583535e6;1.0469628636968657e11;1.3132875182045112;2116.0;0.001544360146936231;-2.42153540023067e6;-1.0;-8.0
1.3262704229137675e8;3.112574266415417e6;1.0584304040239703e11;1.3164415378121117;2114.0;0.0015627528359341046;-2.446707537295766e6;-0.5;-11.0
1.3572115645114136e8;3.094114159764603e6;1.0468888783557272e11;1.313267057395521;2116.0;0.001544251012203497;-2.4219829653349044e6;0.0;-8.0
1.3883682555987042e8;3.1156691087290645e6;1.0583903312198578e11;1.316430575839809;2114.0;0.0015626936691830056;-2.4472275252378103e6;-0.5;-11.0
1.4192826026243237e8;3.0914347025619447e6;1.0469183372079854e11;1.313275204479222;2116.0;0.0015442944665407803;-2.4226047934034606e6;-1.0;-8.0
1.4504306734354928e8;3.1148070811169147e6;1.0586378078250804e11;1.3164982667835783;2114.0;0.0015630590637948465;-2.447278397397475e6;-0.5;-11.0
1.4813775327934438e8;3.0946859357950985e6;1.0472809174286232e11;1.3133754601992678;2116.0;0.0015448293035080088;-2.4221083813583916e6;-0.5;-8.0
1.5125072312676224e8;3.112969847417861e6;1.058002471225598e11;1.3163244547347854;2113.0;0.0015628602916868775;-2.447192660458419e6;-0.5;-11.0
1.5434459328451806e8;3.093870157755822e6;1.0477129747728564e11;1.31349488146907;2116.0;0.001545466625199887;-2.4230610571843665e6;0.0;-8.0
1.5745800479887918e8;3.1134115143611133e6;1.0586996184248564e11;1.3165151710345373;2114.0;0.0015631503259975605;-2.4465511406756006e6;0.0;-11.0
1.6054915123111668e8;3.091146432237506e6;1.046506731436588e11;1.3131613507949933;2116.0;0.0015436873126754077;-2.421092510100726e6;0.0;-8.0
1.6366378357666418e8;3.1146323455474973e6;1.058964463821173e11;1.3165875910157432;2114.0;0.001563541365306904;-2.4475435544629283e6;0.0;-11.0
1.6675670378632608e8;3.092920209661901e6;1.0471833139431134e11;1.3133484756339122;2116.0;0.0015446853299837797;-2.422754909857013e6;0.0;-8.0
1.6987076474553242e8;3.1140609592063427e6;1.0588623943184608e11;1.3165596830233828;2114.0;0.0015633906615816339;-2.4475001413705964e6;-0.5;-11.0
1.729650026470813e8;3.0942379015488625e6;1.0460442879272867e11;1.3130333815264201;2116.0;0.0015430051687802054;-2.4203170039897272e6;0.0;-8.0
1.7607923611965507e8;3.114233472573787e6;1.058713031325291e11;1.316518839126753;2114.0;0.0015631701298959677;-2.446965980475421e6;-0.5;-11.0
1.7917107247359097e8;3.0918363539358974e6;1.0466541622454454e11;1.3132021365667572;2116.0;0.001543904785781212;-2.4213538218720625e6;0.0;-8.0
1.8228468447995618e8;3.11361200636521e6;1.0583503946628078e11;1.316419650725147;2114.0;0.0015626347035981641;-2.4465367218668456e6;-0.5;-11.0
1.8537846737020528e8;3.0937828902491033e6;1.0469483222756871e11;1.3132834968566343;2116.0;0.0015443386970910389;-2.422122461797628e6;0.0;-8.0
1.8849271170591614e8;3.1142443357108533e6;1.0585890680232613e11;1.316484936499375;2113.0;0.0015637268008560261;-2.4491784814552297e6;-0.5;-11.0
1.9158745982495028e8;3.0947481190341413e6;1.0469052037765353e11;1.3132715723509196;2116.0;0.0015442750936013694;-2.421731447015868e6;0.0;-8.0
1.9470152050288776e8;3.114060677937478e6;1.058896151558983e11;1.316568913275064;2114.0;0.0015634405035203753;-2.448304707453048e6;-0.5;-11.0
1.9779300833534506e8;3.091487832457304e6;1.0473015184411076e11;1.3133811554671422;2115.0;0.0015455901218851436;-2.4293279762174403e6;-1.0;-8.0
2.0090808472856945e8;3.1150763932243884e6;1.0561072539769354e11;1.3158053504178693;2113.0;0.0015600607143110103;-2.445238983625997e6;0.3333333333333333;-16.583333333333332
2.0400331209527197e8;3.095227366702527e6;1.0481180649690617e11;1.3136068042565725;2116.0;0.0015460641680322324;-2.4238608935010834e6;-1.0;-8.0
2.071164075134972e8;3.113095418225229e6;1.0575769622930121e11;1.3162079878661903;2114.0;0.001561492745067205;-2.444663264021661e6;0.0;-11.0
2.1021038317633158e8;3.093975662834376e6;1.0467655604043503e11;1.3132329503306213;2116.0;0.0015440691076335146;-2.421190626695352e6;0.0;-8.0
2.1332349314752334e8;3.113109971191764e6;1.059603996303264e11;1.3167623917151363;2113.0;0.0015652260328057291;-2.450373967116309e6;-0.5;-11.0
2.1641663697054824e8;3.093143823024899e6;1.0472307742612292e11;1.3133615973652748;2116.0;0.0015447553380293375;-2.4227448436511327e6;-0.5;-8.0
2.19530836818354e8;3.1141998478057683e6;1.0583424255014235e11;1.3164174706180276;2114.0;0.0015626229372793716;-2.446476940653471e6;0.0;-11.0
2.2262449937503842e8;3.0936625566844046e6;1.0469178810768266e11;1.313275078334211;2116.0;0.0015442937937081443;-2.4219613411106407e6;0.0;-8.0
2.2573840817642897e8;3.1139088013905585e6;1.058677433601315e11;1.3165091039391257;2114.0;0.0015631175705175856;-2.446536427421976e6;-0.5;-11.0
2.288336747782811e8;3.095266601852119e6;1.0464288832097687e11;1.3131398122726665;2116.0;0.0015435724798545138;-2.420295322584689e6;0.0;-8.0
2.3194743020033592e8;3.113755422054827e6;1.0593383315774768e11;1.3166897915167368;2114.0;0.0015640933741061665;-2.448610970251668e6;-0.5;-11.0
2.3503901930226514e8;3.0915891019292176e6;1.0475499344888918e11;1.313449822687197;2116.0;0.0015452261267776114;-2.423496008167607e6;-1.0;-8.0
2.3815316923114e8;3.1141499288748503e6;1.0576571814486195e11;1.3162299483895634;2114.0;0.0015616111871607477;-2.4450904845234896e6;-0.5;-11.0
2.4124824750714952e8;3.09507827600953e6;1.045240098312972e11;1.3128107080782019;2116.0;0.0015418189200277499;-2.4181736723146564e6;0.0;-8.0
2.4436160328687388e8;3.1133557797243595e6;1.0595119604206592e11;1.316737242437925;2114.0;0.0015643497338687468;-2.4484294260865077e6;-0.5;-11.0
2.474533343837746e8;3.0917310969007313e6;1.0471585023801537e11;1.3133416155471795;2116.0;0.0015446487307973643;-2.422061325549077e6;-1.0;-8.0
2.5056673340148523e8;3.113399017710626e6;1.0578282356302983e11;1.3162767700389573;2113.0;0.0015626029143170717;-2.447416584692157e6;0.0;-11.0
2.5366105466833076e8;3.0943212668455243e6;1.0449359898057109e11;1.3127264583040414;2116.0;0.001541370333859851;-2.4177693218019386e6;0.5;-8.0
2.5677402670222607e8;3.1129720338953137e6;1.0611544285405823e11;1.317185727239701;2114.0;0.0015667748075463193;-2.4519241075793277e6;0.0;-11.0
2.5986642664044082e8;3.092399938214749e6;1.0473881561781944e11;1.313405105739502;2116.0;0.001544987489874295;-2.4234197025641305e6;-1.0;-8.0
2.6298285605919743e8;3.116429418756604e6;1.057049913133765e11;1.3160636632423355;2114.0;0.0015607145667711558;-2.444654427556648e6;0.4;-16.2
2.660786264992671e8;3.0957704400696754e6;1.0473512030730745e11;1.3133948906072799;2116.0;0.0015449329808703643;-2.423125969930988e6;-0.5;-8.0
2.6919357347794455e8;3.1149469786774516e6;1.0587546165029773e11;1.3165302113355761;2114.0;0.001563231529638563;-2.447319135910921e6;-0.5;-11.0
2.722879971010042e8;3.0944236230596304e6;1.0475978879956573e11;1.3134630761312778;2116.0;0.0015452968623187872;-2.423512321893832e6;0.0;-8.0
2.7540396097679013e8;3.115963875785947e6;1.0587402323408551e11;1.3165262777803253;2114.0;0.001563210291690311;-2.4477907131038345e6;-0.5;-11.0
2.7849708707629716e8;3.093126099507034e6;1.0475975721800676e11;1.3134629888477949;2116.0;0.001545296396463667;-2.4235506786257587e6;-1.0;-8.0
2.8161104217835283e8;3.113955102055669e6;1.0573775528020366e11;1.3161533909840308;2114.0;0.0015611983206569185;-2.44487765472654e6;-0.5;-11.0
2.847056536313904e8;3.09461145303756e6;1.0461198701340019e11;1.3130543008124427;2116.0;0.0015431166590268188;-2.4203997589216577e6;0.0;-8.0
2.878194776862561e8;3.113824054865718e6;1.0599528132808005e11;1.3168576879199658;2114.0;0.0015650006449298766;-2.4497400365028977e6;-0.5;-11.0
2.909114596254067e8;3.091981939150572e6;1.0471664742515404e11;1.3133438196876017;2116.0;0.001544660489992359;-2.4228025382342483e6;-1.0;-8.0
2.9402488010242313e8;3.113420477016449e6;1.0569932921476833e11;1.3160481541415692;2113.0;0.0015613695523446082;-2.446129154557761e6;0.0;-11.0
2.971186282063297e8;3.093748103906572e6;1.0468453845240654e11;1.3132550284057072;2116.0;0.001544186855066138;-2.421397396375764e6;0.0;-8.0
3.002318072647547e8;3.1131790584250093e6;1.0589061412909052e11;1.3165716447138227;2114.0;0.0015634552531740436;-2.4471581260022926e6;-0.5;-11.0
3.0332579176862264e8;3.093984503867924e6;1.0458605138142267e11;1.312982511089513;2116.0;0.0015427340861791988;-2.4194409232687918e6;0.0;-8.0
3.064387921700916e8;3.1130004014689922e6;1.0588794202110619e11;1.3165643384547205;2114.0;0.0015634157999958793;-2.446785804250764e6;-0.5;-11.0
3.095294090078597e8;3.090616837768078e6;1.0473836766216107e11;1.3134038674524007;2116.0;0.0015449808821435878;-2.422986352373606e6;-0.5;-8.0
3.1264394460526854e8;3.114535597408831e6;1.0582276506822832e11;1.316386070085488;2114.0;0.0015624534743903394;-2.446081643781489e6;-0.5;-11.0
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
