t;max_slip_rate;moment_rate
0;-2;5.41445189545869e+16
2.75290596933583;-1.21991581288398;1.88143173341189e+17
4.14266986779145;-0.261594341091295;1.26782153736112e+18
4.53699849954151;0.0882377260233577;2.89216130222166e+18
4.76767445190194;0.179151736972746;4.5851783702403e+18
4.9873801291553;0.169836932617213;5.70711803165681e+18
5.21288402987488;0.146931215025557;6.22657919114725e+18
5.45239842829069;0.10836279622519;6.28856998230642e+18
5.71815584936622;0.0593735339908634;6.08507474120287e+18
5.99956377975508;0.0449409019261515;5.82577770166935e+18
6.28986890825026;0.0331154011309702;5.58951803837226e+18
6.58844947401121;0.021653651937785;5.34654191803545e+18
6.8952149944288;0.00904533957570122;5.1146735775376e+18
7.21020731237747;-0.00580147551116796;4.90453621175198e+18
7.53296554631792;-0.0190911031381303;4.7166179033315e+18
7.86281226116905;-0.0268126383304642;4.57597820829204e+18
8.19826470711623;-0.0300450427408283;4.47805142438147e+18
8.53853328912094;-0.035273921651688;4.42219669117873e+18
8.88323296844904;-0.0409326707668824;4.40153980745871e+18
9.2314899213424;-0.0457434359759188;4.40670795877424e+18
9.58239275141098;-0.048951072223637;4.43257012372263e+18
9.93497649042743;-0.0504470396842177;4.47952172484362e+18
10.2884272035517;-0.0507630429097836;4.55187884185707e+18
10.641922016781;-0.050755033511997;4.64836956588611e+18
10.9948143887179;-0.0494633876229154;4.7633598469854e+18
11.3465004242221;-0.0466759033476474;4.89331142859049e+18
11.6964339709822;-0.0448630129575233;5.03878906578993e+18
12.0440274567524;-0.0417564372769303;5.20168866744865e+18
12.3891532250271;-0.0374122710359997;5.38065798669859e+18
12.7312497621132;-0.0338131032582434;5.57161224197287e+18
13.0700857559222;-0.0291746708772573;5.77103266163051e+18
13.4054949524442;-0.024745588545542;5.98148112660373e+18
13.737501181957;-0.0201347408225127;6.20502381972334e+18
14.0658476329766;-0.0153305792789924;6.43982354450409e+18
14.3907561939399;-0.0108162470247641;6.6812200872843e+18
14.7120175492776;-0.0057606414494352;6.9296550436297e+18
15.0298463585213;-0.000860441799009617;7.18795726895251e+18
15.3440628682033;0.00382302593663136;7.45761440555798e+18
15.6549323663574;0.00894128475854089;7.73616773831129e+18
15.962276978039;0.0133136815131181;8.02085440630038e+18
16.2664304205474;0.0185217875437484;8.31052613968687e+18
16.5671900402388;0.0226367132643075;8.60972757472646e+18
16.8648816932089;0.0279069091581376;8.91965070009976e+18
17.1593642955297;0.0317353881021202;9.23878492334115e+18
17.450881584468;0.0371235227587841;9.56219074878681e+18
17.7392885003858;0.0409700193371432;9.89177355267141e+18
18.0248828973342;0.0460720587012127;1.02306248465852e+19
18.3074862385881;0.0499424912426299;1.05757082464088e+19
18.5874116984771;0.0546897005029049;1.08741658176099e+19
18.8644962561884;0.05847232942447;1.11090481424028e+19
19.1391803058109;0.0628152424494329;1.12850281493128e+19
19.411254974371;0.0662224297652469;1.13932792242327e+19
19.6812620111902;0.070168915836934;1.14395961383609e+19
19.949030758449;0.0727120995923912;1.14578691396803e+19
20.2150223527025;0.0764616498560939;1.14646979685584e+19
20.4790030645242;0.0787384617539594;1.14652133962956e+19
20.7414503082691;0.0814780558201156;1.14557486412353e+19
21.0022114888079;0.0840957520904585;1.14309162466482e+19
21.2616746032362;0.0862832037530674;1.13985781953886e+19
21.5198604133943;0.0883178392410887;1.13677946558313e+19
21.7768803029196;0.0904659971613827;1.1341671753036e+19
22.0329066909942;0.0922831702139788;1.13219928630176e+19
22.2879399270934;0.0937076631753733;1.13075572486365e+19
22.5419994380216;0.0954176274590309;1.12982931757597e+19
22.7952402880057;0.096902226401821;1.12937443790958e+19
23.0476810744923;0.0978009235079706;1.1293285137816e+19
23.2993642408662;0.0991921260773678;1.12970628686638e+19
23.5504045481389;0.100845983706887;1.13026034795589e+19
23.8008264715661;0.100901553928145;1.13099439954596e+19
24.0506639720227;0.103007833740923;1.13160764767824e+19
24.2998040203313;0.10245775883066;1.13228331423399e+19
24.5482753630679;0.105054747313007;1.13293121459396e+19
24.7962021578331;0.105570382760964;1.13371250958329e+19
25.0435623206036;0.106349590529338;1.13467791484814e+19
25.2904531751762;0.106996331739475;1.13566087544388e+19
25.5368471139178;0.108626517109973;1.13675639928747e+19
