t;slip_2;slip_3;slip_rate_2;slip_rate_3;shear_stress_2;shear_stress_3;state
0;0;0;-9;-19.9999946455258;25.8553468326107;-2.58556656085691e-10;7.60205999132796
2.75290596933567;2.77553440808252e-09;1.34851577689057e-15;-8.99644476188855;-15.30993534568;25.8655796304482;1.25670004697134e-05;7.60205999122858
4.14266986779145;4.20572982803225e-09;3.9099938889226e-15;-8.98754564300766;-14.7344503767738;25.8911933531755;4.63710931691273e-05;7.60205999099597
4.53699849954151;4.6207732909913e-09;5.25365206062265e-15;-8.97776473384167;-14.4675695141266;25.9193450723868;8.39110669599022e-05;7.60205999082831
4.76767445190194;4.8697976983986e-09;6.46222928045183e-15;-8.96676040699963;-14.2807279182184;25.9510180707319;0.000125946727865771;7.60205999066576
4.9873801291553;5.11536459277412e-09;8.18258714651093e-15;-8.9516714615036;-14.1062224818104;25.9944475464359;0.000182108229303846;7.60205999043272
5.21288402987488;5.37853514163334e-09;1.06991516064944e-14;-8.9329167723945;-13.9523459995991;26.0484278800376;0.000249087704249204;7.60205999008595
5.45239842829069;5.67254754181128e-09;1.43476119298588e-14;-8.91096597869123;-13.8172219984562;26.1116073416433;0.000324024304102821;7.60205998957441
5.71815584936622;6.01840020485835e-09;1.97225095495936e-14;-8.88559427663855;-13.694115204422;26.1846329683027;0.000406935485692081;7.60205998881266
5.99956377975508;6.40795092573637e-09;2.70271709591564e-14;-8.85877231980958;-13.585736242138;26.2618327629539;0.000492448828988327;7.60205998776626
6.28986890825026;6.83584931794802e-09;3.64303268591651e-14;-8.83151405342713;-13.4895810715217;26.3402883566901;0.000578833298692622;7.60205998641462
6.58844947401121;7.30423880041943e-09;4.8225666176881e-14;-8.80445440204623;-13.4033510978248;26.4181722896833;0.000665282458236499;7.6020599847251
6.8952149944288;7.81598803525994e-09;6.27470124425288e-14;-8.777749342556;-13.3247996631189;26.4950356243439;0.000751820541054008;7.60205998266565
7.21020731237747;8.37414467169226e-09;8.03537934212751e-14;-8.75154386948885;-13.2526200005005;26.5704610328325;0.000838152334620005;7.60205998020336
7.53296554631792;8.98087740571118e-09;1.01393025167172e-13;-8.72587990411309;-13.1858474530676;26.6443278560105;0.000923926066693451;7.60205997730969
7.86281226116904;9.63797514677742e-09;1.26213248245857e-13;-8.7006821888289;-13.1235064825056;26.716852702631;0.00100916226399386;7.60205997395842
8.19826470711623;1.03454092088328e-08;1.55111212395587e-13;-8.67594499616385;-13.0647637149182;26.7880520576506;0.00109426476547366;7.60205997013312
8.53853328912094;1.1104327126403e-08;1.884479276082e-13;-8.65162704490031;-13.0088990462742;26.8580447379198;0.00117978369974742;7.60205996581299
8.88323296844904;1.19167321679559e-08;2.26650063525984e-13;-8.62766826953855;-12.9553532339783;26.9270036257805;0.00126620220180379;7.60205996097282
9.2314899213424;1.27833664191727e-08;2.7010661801646e-13;-8.60406394652805;-12.9038445060553;26.9949423166616;0.00135363583899923;7.60205995559482
9.58239275141097;1.37046067924562e-08;3.19200596238261e-13;-8.58081390823146;-12.8541586452433;27.0618612930291;0.00144215827648329;7.60205994966452
9.93497649042743;1.46803501362399e-08;3.74299770200456e-13;-8.55792668164143;-12.8061171909548;27.1277360122007;0.00153187398639135;7.60205994317199
10.2884272035517;1.57105219688858e-08;4.35783860450759e-13;-8.53541919117308;-12.7595661108545;27.192517761762;0.00162294013796029;7.60205993610861
10.641922016781;1.67946174410644e-08;5.04016715458185e-13;-8.51331551529358;-12.7143895023862;27.256137238284;0.00171549841132058;7.60205992846996
10.9948143887179;1.7932317791346e-08;5.79382200910311e-13;-8.49161437902436;-12.6704697699072;27.3185981114215;0.00180968513196749;7.60205992025174
11.3465004242221;1.91231345823873e-08;6.62260144824895e-13;-8.47031017424538;-12.6277161557082;27.3799165226218;0.00190557540254668;7.60205991145221
11.6964339709822;2.0366452231569e-08;7.53025305069398e-13;-8.44940347998797;-12.5860663998626;27.4400908052837;0.00200319221777682;7.60205990207148
12.0440274567524;2.16611749754233e-08;8.5201610065681e-13;-8.42889485162602;-12.5454768140806;27.4991193609047;0.00210250396574126;7.60205989211426
12.3891532250271;2.30077158492843e-08;9.59690606087554e-13;-8.40875784558735;-12.5058645007761;27.5570783001747;0.00220356829464795;7.60205988157474
12.7312497621132;2.44045656575544e-08;1.07635256897884e-12;-8.38899896548489;-12.4672193986482;27.6139489041976;0.00230625902890244;7.60205987046224
13.0700857559222;2.58512945774212e-08;1.20238527719717e-12;-8.36960237524229;-12.4295062696928;27.6697767528626;0.00241047016622893;7.60205985877853
13.4054949524442;2.73476192777316e-08;1.3381797960027e-12;-8.35054912123875;-12.3926927257871;27.7246163990762;0.00251606549180101;7.60205984652479
13.737501181957;2.88940349016757e-08;1.48419736295277e-12;-8.33182000369017;-12.3567411249149;27.7785231042472;0.00262293803447458;7.60205983369605
