 x2 x3 t
333 -34250.0 19750.0 1000000000.0
334 -34250.0 20250.0 1000000000.0
335 -34250.0 20750.0 1000000000.0
336 -33750.0 -20750.0 1000000000.0
337 -33750.0 -20250.0 1000000000.0
338 -33750.0 -19750.0 1000000000.0
339 -33750.0 -19250.0 1000000000.0
340 -33750.0 -18750.0 1000000000.0
341 -33750.0 -18250.0 1000000000.0
342 -33750.0 -17750.0 1000000000.0
343 -33750.0 -17250.0 1000000000.0
344 -33750.0 -16750.0 1000000000.0
345 -33750.0 -16250.0 1000000000.0
346 -33750.0 -15750.0 1000000000.0
347 -33750.0 -15250.0 1000000000.0
348 -33750.0 -14750.0 1000000000.0
349 -33750.0 -14250.0 1000000000.0
350 -33750.0 -13750.0 1000000000.0
351 -33750.0 -13250.0 1000000000.0
352 -33750.0 -12750.0 1000000000.0
353 -33750.0 -12250.0 1000000000.0
354 -33750.0 -11750.0 1000000000.0
355 -33750.0 -11250.0 1000000000.0
356 -33750.0 -10750.0 1000000000.0
357 -33750.0 -10250.0 1000000000.0
358 -33750.0 -9750.0 1000000000.0
359 -33750.0 -9250.0 1000000000.0
360 -33750.0 -8750.0 1000000000.0
361 -33750.0 -8250.0 1000000000.0
362 -33750.0 -7750.0 1000000000.0
363 -33750.0 -7250.0 1000000000.0
364 -33750.0 -6750.0 1000000000.0
365 -33750.0 -6250.0 1000000000.0
366 -33750.0 -5750.0 1000000000.0
367 -33750.0 -5250.0 1000000000.0
368 -33750.0 -4750.0 1000000000.0
369 -33750.0 -4250.0 1000000000.0
370 -33750.0 -3750.0 1000000000.0
371 -33750.0 -3250.0 1000000000.0
372 -33750.0 -2750.0 1000000000.0
373 -33750.0 -2250.0 1000000000.0
374 -33750.0 -1750.0 1000000000.0
375 -33750.0 -1250.0 1000000000.0
376 -33750.0 -750.0 1000000000.0
377 -33750.0 -250.0 1000000000.0
378 -33750.0 250.0 1000000000.0
379 -33750.0 750.0 1000000000.0
380 -33750.0 1250.0 1000000000.0
381 -33750.0 1750.0 1000000000.0
382 -33750.0 2250.0 1000000000.0
383 -33750.0 2750.0 1000000000.0
384 -33750.0 3250.0 1000000000.0
385 -33750.0 3750.0 1000000000.0
386 -33750.0 4250.0 1000000000.0
387 -33750.0 4750.0 1000000000.0
388 -33750.0 5250.0 1000000000.0
389 -33750.0 5750.0 1000000000.0
390 -33750.0 6250.0 1000000000.0
391 -33750.0 6750.0 1000000000.0
392 -33750.0 7250.0 1000000000.0
393 -33750.0 7750.0 1000000000.0
394 -33750.0 8250.0 1000000000.0
395 -33750.0 8750.0 1000000000.0
396 -33750.0 9250.0 1000000000.0
397 -33750.0 9750.0 1000000000.0
398 -33750.0 10250.0 1000000000.0
399 -33750.0 10750.0 1000000000.0
400 -33750.0 11250.0 1000000000.0
401 -33750.0 11750.0 1000000000.0
402 -33750.0 12250.0 1000000000.0
403 -33750.0 12750.0 1000000000.0
