 t slip_2 slip_3 slip_rate_2 slip_rate_3 shear_stress_2 shear_stress_3 state
0 0.0 0.0 0.0 -8.98449 -16.0429 -25.89999961853 -2.264249968747e-06 7.602059993903
1 4.73078429148 4.90314e-09 -5.468652610018e-15 -8.98443 -14.6536 -25.90015994901 -5.548590257793e-05 7.602059992032
2 21.76648428479 2.2566e-08 -1.212782458355e-13 -8.98413 -13.8997 -25.9010241549 -0.0003145677746445 7.602059985223
3 30.79169488441 3.1931e-08 -2.90317092756e-13 -8.98363 -13.533 -25.90245764428 -0.0007311397753311 7.602059981534
4 32.87664990357 3.40973e-08 -3.6987725766679996e-13 -8.98287 -13.2603 -25.90464744231 -0.001367413401766 7.60205998065
5 33.54150115693 3.47897e-08 -4.1701661876489995e-13 -8.9817 -13.0239 -25.90802470321 -0.002350682872764 7.602059980351
6 33.75324906029 3.50107e-08 -4.3977584131959997e-13 -8.98089 -12.9129 -25.91035864415 -0.00303023985524 7.60205998025
7 33.8591472431 3.51215e-08 -4.5365817622019997e-13 -8.98035 -12.8524 -25.91190104923 -0.003479340820871 7.602059980198
8 33.94458044089 3.52109e-08 -4.663701826098999e-13 -8.97985 -12.8028 -25.9133343803 -0.003895481642816 7.602059980154
9 34.04232481774 3.53134e-08 -4.828165820988e-13 -8.97921 -12.7462 -25.9151799481 -0.004431698334842 7.602059980103
10 34.13040750488 3.54058e-08 -4.995683417889e-13 -8.97857 -12.6958 -25.91702934327 -0.004970285966017 7.602059980056
11 34.23256087652 3.55133e-08 -5.215673796607e-13 -8.97775 -12.6393 -25.91939062841 -0.005649931868936 7.602059979998
12 34.32335024256 3.56089e-08 -5.436253975076999e-13 -8.97696 -12.5899 -25.92167325481 -0.006319462859034 7.602059979946
13 34.41970581039 3.57106e-08 -5.69881986329e-13 -8.97606 -12.5408 -25.92426622081 -0.007063165016131 7.602059979888
14 34.51017379633 3.58063e-08 -5.97308081791e-13 -8.97516 -12.4961 -25.92684150585 -0.007812597495378 7.602059979831
15 34.6079633165 3.591e-08 -6.302506768381e-13 -8.97414 -12.4505 -25.92976332394 -0.00865899412601 7.602059979767
16 34.70816153103 3.60164e-08 -6.675678723578e-13 -8.97306 -12.4074 -25.93288055976 -0.009539066284277 7.602059979699
17 34.81291092943 3.61281e-08 -7.108299103865999e-13 -8.97189 -12.3623 -25.93624312512 -0.01055700069112 7.602059979624
18 34.90933369178 3.62311e-08 -7.544319285286e-13 -8.9708 -12.3275 -25.93940300516 -0.01140870482057 7.602059979553
19 35.02345132923 3.63533e-08 -8.108661854961999e-13 -8.96948 -12.2846 -25.94319694802 -0.01255648093128 7.602059979465
20 35.14062519384 3.64792e-08 -8.746207482265999e-13 -8.96811 -12.2451 -25.94712385916 -0.01371141209474 7.60205997937
21 35.2606344602 3.66086e-08 -9.459428186136999e-13 -8.96671 -12.2071 -25.95115706135 -0.01492084689071 7.602059979269
22 35.38033105497 3.6738e-08 -1.023466502082e-12 -8.96531 -12.1718 -25.95518110122 -0.01613419433622 7.602059979163
23 35.53163596824 3.69022e-08 -1.129597563478e-12 -8.96355 -12.1373 -25.96025654834 -0.01739926787676 7.602059979023
24 35.66847707448 3.70513e-08 -1.233047107919e-12 -8.96196 -12.1052 -25.96483468226 -0.01866856807646 7.602059978889
25 35.80877604784 3.72047e-08 -1.3477970046790001e-12 -8.96033 -12.0695 -25.96953099491 -0.02019803579794 7.602059978747
26 35.93270917836 3.73408e-08 -1.457050108445e-12 -8.95889 -12.0412 -25.97367234534 -0.02149083747252 7.602059978616
27 36.09100901566 3.75151e-08 -1.606058329401e-12 -8.95705 -12.0123 -25.97895013992 -0.02287528788181 7.602059978441
28 36.23463127743 3.7674e-08 -1.749841730097e-12 -8.95539 -11.9866 -25.98373878284 -0.02418431186489 7.602059978276
29 36.38707708159 3.78433e-08 -1.912532044642e-12 -8.95362 -11.9567 -25.98884143468 -0.02580434459051 7.602059978093
30 36.54131797652 3.80153e-08 -2.089036234873e-12 -8.95182 -11.927 -25.99400856565 -0.02752393130506 7.6020599779
31 36.70347316577 3.81968e-08 -2.2869745241520002e-12 -8.94993 -11.9007 -25.9994346137 -0.02912095198918 7.602059977689
32 36.85866888402 3.83714e-08 -2.48721924727e-12 -8.94813 -11.8783 -26.00462735271 -0.0305434697486 7.60205997748
33 37.02339547005 3.85574e-08 -2.711595718519e-12 -8.94621 -11.8527 -26.01015981567 -0.03225600562125 7.602059977248
34 37.19360957399 3.87505e-08 -2.958492731957e-12 -8.94421 -11.8248 -26.01589933124 -0.03425165144532 7.602059977
35 37.3555954527 3.89351e-08 -3.207551760663e-12 -8.94231 -11.8023 -26.02138240286 -0.03591653353237 7.602059976754
36 37.52696519587 3.91313e-08 -3.484720754475e-12 -8.94028 -11.7798 -26.02721136851 -0.03766079757156 7.602059976485
37 37.68192994979 3.93094e-08 -3.74886805649e-12 -8.93843 -11.7567 -26.03253452916 -0.0395555642811 7.602059976233
38 37.83575699985 3.94871e-08 -4.02536806001e-12 -8.93658 -11.7345 -26.03786409954 -0.04146165342036 7.602059975974
39 38.01141082735 3.96909e-08 -4.357347939864e-12 -8.93444 -11.7131 -26.04400262969 -0.04335786349646 7.602059975669
40 38.18522646049 3.98935e-08 -4.702148830766e-12 -8.93231 -11.6916 -26.05014746578 -0.04534480816906 7.602059975356
41 38.35013183559 4.00867e-08 -5.046460428295e-12 -8.93025 -11.669 -26.05607186391 -0.04754851720072 7.602059975049
42 38.49486538084 4.0257e-08 -5.3635132659640005e-12 -8.92842 -11.6503 -26.06133979201 -0.04944917972108 7.602059974772
43 38.64443022164 4.04337e-08 -5.70505951186e-12 -8.9265 -11.6327 -26.06684645473 -0.05126819912879 7.602059974476
44 38.79418239488 4.06115e-08 -6.060996495021e-12 -8.92456 -11.6151 -26.07242798161 -0.05316171373233 7.602059974172
45 38.959757995 4.0809e-08 -6.472345165119e-12 -8.92238 -11.5944 -26.0787090216 -0.05549386011901 7.602059973826
46 39.06720449474 4.09377e-08 -6.7499707832600004e-12 -8.92094 -11.5811 -26.08284768335 -0.05703532160597 7.602059973595
47 39.20194483137 4.10996e-08 -7.110037081753e-12 -8.91911 -11.5653 -26.08810161963 -0.05891698519356 7.602059973299
