Time-Series File
Benchmark: bp4-qd (Strike-Slip Fault in a 3D Wholespace)
 
User: dalzilio.2 (L Dal Zilio - Garnet - dx=1km, 120km x 100km x 80km)
 
File: fltst_strk+000dp+000 (x2 = +0.00, x3 = +0.00 km)
            

# This is the file header:
# problem=SEAS BP4-QD
# code=Garnet
# version=1
# modeler=L.Dal Zilio
# date=2021/02/12
# element size=1km
# location= on fault, 0.0km along strike, 0.0km depth
# minimum_time_step= 7.6808929443359E-03
# maximum_time_step= 2.0000000000000E+07
# num_time_steps=3200
# Column #1 = Time (s)
# Column #2 = Slip_2 (m)
# Column #3 = Slip_3 (m)
# Column #4 = Slip rate_2 (log10 m/s)
# Column #5 = Slip rate_3 (log10 m/s)
# Column #6 = Shear stress_2 (MPa)
# Column #7 = Shear stress_3 (MPa)
# Column #8 = State (log10 s)
# The line below lists the names of the data fields
t slip_2 slip_3 slip_rate_2 slip_rate_3 shear_stress_2 shear_stress_3 state
# Here is the time-series data.
    0.0000000000000E+00     0.000000E+00     0.000000E+00    -9.000000E+00    -2.000000E+01     3.224502E+01     0.000000E+00     7.602060E+00
    4.9489956260824E+01     4.992053E-08     7.405648E-13    -8.988063E+00    -1.331659E+01     3.225449E+01     1.608205E-03     7.602060E+00
    5.2310237407230E+01     5.283789E-08     9.097988E-13    -8.981626E+00    -1.311961E+01     3.225921E+01     2.428145E-03     7.602060E+00
    5.3022826702154E+01     5.358604E-08     9.726469E-13    -8.975788E+00    -1.299189E+01     3.226357E+01     3.190170E-03     7.602060E+00
    5.3359171709335E+01     5.394409E-08     1.011405E-12    -8.969945E+00    -1.289087E+01     3.226796E+01     3.957618E-03     7.602060E+00
    5.3594412484060E+01     5.419818E-08     1.045405E-12    -8.963334E+00    -1.279704E+01     3.227302E+01     4.843751E-03     7.602060E+00
    5.3801037052937E+01     5.442524E-08     1.082640E-12    -8.955206E+00    -1.270152E+01     3.227921E+01     5.923108E-03     7.602060E+00
    5.3991470681841E+01     5.463882E-08     1.125241E-12    -8.945859E+00    -1.260993E+01     3.228629E+01     7.154434E-03     7.602060E+00
    5.4172369764273E+01     5.484641E-08     1.174889E-12    -8.935451E+00    -1.252358E+01     3.229413E+01     8.514115E-03     7.602060E+00
    5.4348076375542E+01     5.505315E-08     1.233254E-12    -8.924227E+00    -1.244338E+01     3.230257E+01     9.971612E-03     7.602060E+00
    5.4516797471390E+01     5.525696E-08     1.299992E-12    -8.912752E+00    -1.237144E+01     3.231120E+01     1.146012E-02     7.602060E+00
